wavenumber,NO2,SO2
1681,4.9109188931078527e-26,4.972168398483883e-25
1682,2.241458936036045e-25,4.429878249142524e-25
1683,1.1277687605074362e-24,1.3201717393014674e-26
1684,6.057621789494012e-25,3.5204267857062867e-26
1685,1.0444375464416406e-24,9.523978221393942e-26
1686,6.052385956186473e-24,3.9045007949254305e-25
1687,6.744163144713557e-25,2.7290626979018336e-27
1688,2.9881208274298933e-25,1.8933677597741968e-24
1689,1.2334637037038374e-25,5.9527467872507055e-25
1690,3.079902912638266e-25,1.34203684907857e-25
1691,9.872729550740255e-26,2.069457826492652e-25
1692,9.258644647694102e-25,1.3875029632556508e-24
1693,7.818840987973057e-26,8.995510010199414e-26
1694,1.6416499612154248e-25,8.400126949115435e-25
1695,3.421866017526941e-26,3.163626476881244e-25
1696,1.618408245066791e-24,1.2381892763929718e-25
1697,4.004800103206381e-24,2.2322037693771278e-25
1698,1.0535733408678613e-25,2.980275786733822e-26
1699,2.116901842429958e-24,2.624671985272651e-26
1700,1.183689120127994e-24,3.9781528513406584e-27
1701,4.370924001620314e-25,2.866387704930508e-26
1702,1.1311058169279462e-24,3.620216233354101e-26
1703,6.191048379408745e-25,2.2440529963891832e-27
1704,6.6850725858246175e-25,6.734111524158132e-27
1705,6.405793352371177e-25,2.5817496666690405e-25
1706,2.3990128743038065e-24,3.1749765841432394e-25
1707,3.851998190319657e-25,9.416759427391821e-25
1708,7.135565984060376e-25,1.7590968152875494e-27
1709,1.4177669690538688e-25,1.271768749124938e-25
1710,2.03012217872545e-25,1.5039353191646763e-24
1711,6.251228850907802e-25,3.1517308547627477e-26
1712,2.2875747219560274e-25,1.4440933464241694e-26
1713,2.686483390187304e-25,5.936967403526097e-26
1714,2.954662476553607e-25,9.438468085098324e-26
1715,5.713672269697687e-25,3.4446883248751575e-26
1716,6.9494420410471815e-25,3.028702562721689e-26
1717,6.277799716169605e-25,1.754776377920406e-25
1718,1.0074334157190335e-24,2.487310630640375e-25
1719,6.1441152238914225e-25,3.610246664690058e-26
1720,1.208278580641819e-24,2.782617248624018e-25
1721,5.271680470731785e-25,6.71174780160432e-27
1722,1.4366649552237596e-25,8.395917892042023e-26
1723,3.1025812455621447e-25,5.426863240357713e-26
1724,1.572580472242107e-24,6.824377548216049e-27
1725,1.1693170693256863e-24,1.6449349290197786e-26
1726,1.5966346775917874e-24,8.135767642513782e-26
1727,2.238194304916439e-25,1.6861201832828434e-26
1728,1.4140449329546256e-24,1.2466446300730304e-25
1729,4.839744808552831e-25,2.8209798215832864e-27
1730,3.3868404572094746e-25,2.6972062269743586e-26
1731,2.2737133473856613e-25,8.71052966243851e-27
1732,5.911040170771131e-25,5.97932976832424e-26
1733,5.040145060673052e-25,1.2575932003809374e-25
1734,1.0383123855273524e-25,1.9675008846664095e-25
1735,5.034025895331058e-25,1.0642763502874139e-24
1736,4.776934907882765e-25,5.92359258648687e-26
1737,2.886011747410017e-25,2.332001961743555e-25
1738,4.6017804767330455e-25,1.413493001554989e-25
1739,3.135543210984987e-25,1.780335175712214e-25
1740,1.8033176622398231e-25,2.7054840035744293e-26
1741,3.0137427529638727e-25,6.076412429641548e-27
1742,3.498346197349861e-25,2.524802018667663e-25
1743,9.892677436695975e-26,8.077422020164218e-26
1744,3.5170533153767427e-25,1.1716309523827147e-25
1745,1.853999605801436e-25,3.096674622798921e-26
1746,2.1052807583233956e-25,3.1550263759024705e-26
1747,4.763096923999147e-25,7.160934771440699e-25
1748,2.534791931075219e-26,1.2419075501232653e-25
1749,9.250919711937659e-26,1.4703246947398607e-26
1750,6.91976410452222e-25,1.1795940604451084e-25
1751,1.0030963972095938e-25,1.1309130301561457e-25
1752,2.5893682280594157e-25,5.963966304220842e-25
1753,7.79564210708376e-25,1.5984048323464e-25
1754,1.1611470286092231e-25,1.1550279290735585e-25
1755,3.134897457386118e-25,4.513300724174159e-27
1756,2.1747891788308964e-25,7.740700896839754e-26
1757,1.5500291298627386e-25,8.683278088706166e-27
1758,1.9511004516042804e-25,1.0635241176732235e-26
1759,3.249681836676977e-25,4.518433567110322e-26
1760,5.083372507257092e-25,4.379063375366726e-26
1761,4.715304198687293e-25,4.764043935435227e-27
1762,1.9299055099785796e-25,2.1988929001202304e-25
1763,1.4979946984118074e-25,4.231706622152767e-26
1764,1.438099256419138e-25,1.637928267925136e-27
1765,1.980247114957263e-25,3.09834115693652e-26
1766,1.8759669023906056e-25,3.1147826770902614e-27
1767,1.5453806360284508e-25,3.4822260928605404e-26
1768,1.5179803090366746e-25,7.171599157755423e-26
1769,1.2407870614098746e-25,7.995914666204963e-27
1770,1.3786188779787236e-25,2.0843924383639183e-27
1771,1.155388258036066e-25,2.222175071545793e-25
1772,1.7084336089821774e-25,1.8277837614531603e-25
1773,2.4799772848969285e-25,2.81421189893926e-26
1774,2.877795702242585e-25,1.2410207954677605e-26
1775,3.1093273669687118e-25,1.0405301573254032e-25
1776,3.348424581147423e-25,1.3950049089263125e-27
1777,3.6436438176472627e-25,2.940399564005475e-26
1778,3.1371558679785805e-25,1.020912107042718e-26
1779,3.2826747462006004e-25,5.1666993844603675e-26
1780,1.755001433472492e-25,1.0315255619289857e-25
1781,3.71020558214255e-25,1.5713007320166331e-27
1782,3.096696258046887e-25,1.7763705175623314e-26
1783,3.3555916903147415e-25,2.4308221637438743e-26
1784,1.7955358263657329e-25,6.917121674803547e-26
1785,1.3116305034219656e-25,6.219329936894637e-26
1786,1.3050707557502843e-25,5.686562460811326e-26
1787,2.5126969515118653e-25,4.677031991527658e-26
1788,1.25e-25,1.9682651111796524e-26
1789,2.2219112543458386e-25,5.078515570962488e-26
1790,1.2405938354799014e-25,1.179259680120222e-26
1791,1.6530166235325851e-25,3.6819269935607687e-26
1792,1.4849533414211347e-25,1.2929777143200877e-27
1793,1.6217714158445155e-25,1.2764787488408996e-27
1794,1.8570829034634527e-25,1.8852420942511698e-26
1795,1.9176507297541538e-25,1.2571793495577317e-27
1796,1.986778848914809e-25,1.6342714009813427e-27
1797,2.0265739202908796e-25,1.3871746460502742e-27
1798,1.5943481797056095e-25,1.2893240529689099e-27
1799,1.8314501881867948e-25,1.5119663486769362e-27
1800,2.04183049128062e-25,9.936698125091549e-28
1801,2.0251435641253453e-25,1.0651115344052464e-27
1802,1.9262371167519246e-25,9.9544102290164e-28
1803,1.8716785744094807e-25,1.059729471556793e-27
1804,1.9185086618827753e-25,1.1377988261823444e-27
1805,1.1452008882814758e-25,1.0229652069590371e-27
1806,1.5059953392563284e-25,1.1419875842352996e-27
1807,1.2438602721219239e-25,1.2544214053872141e-27
1808,1.562819663006234e-25,1.3200383401100276e-27
1809,1.4732240848448995e-25,1.3006253016667015e-27
1810,1.6068415860283204e-25,1.3352978512572455e-27
1811,1.075375031933958e-25,1.5487788767219802e-27
1812,1.8174036650298055e-25,1.5979301270531455e-27
1813,1.482958260803858e-25,1.2069484616961493e-27
1814,2.0430106889713718e-25,1.5485214386489136e-27
1815,1.183843457572792e-25,2.0116393658393973e-27
1816,1.0726806822167772e-25,2.9231351071388436e-27
1817,1.8558015589805663e-25,1.7102533186778748e-27
1818,2.2894712963031786e-25,1.506481498613652e-27
1819,2.3300523947706417e-25,4.607605504616572e-27
1820,1.2044652578264574e-25,2.6526559470973513e-27
1821,2.181019043804331e-25,3.470409547784716e-27
1822,1.463926466394159e-25,3.1932854476185284e-27
1823,1.560464499132511e-25,2.6292042929967867e-27
1824,1.5345038534864495e-25,1.1166879896330193e-26
1825,1.7182219074597836e-25,4.1213748310573046e-27
1826,1.5499769204290376e-25,1.1388846659463202e-26
1827,1.716360934273022e-25,1.6987089233610447e-26
1828,1.4220985727834069e-25,2.9586007846963523e-27
1829,1.0442471798192111e-25,1.889734025848096e-26
1830,1.297831674115258e-25,4.8271469098218535e-26
1831,1.2635904156573363e-25,2.768133320287153e-26
1832,1.876283372720526e-25,9.862131285583896e-26
1833,1.1255372656114365e-25,1.1471615133540277e-25
1834,1.0603183399715987e-25,1.3289893694678168e-25
1835,1.5590971417441265e-25,1.2514157856021492e-27
1836,2.896718591587275e-25,1.5738864795983577e-26
1837,1.306850536812179e-25,6.2740444433691075e-27
1838,1.3541522371888282e-25,1.7158023190385848e-25
1839,2.5609347714360796e-25,2.680780596992068e-26
1840,1.704804113568343e-25,3.596605653505928e-25
1841,2.984777158632818e-25,7.361411387506848e-27
1842,2.1298488914627574e-25,3.7212652037800865e-25
1843,4.567895519245889e-25,5.496269258844359e-26
1844,2.677056717470367e-25,5.746132244399038e-27
1845,2.076407341736267e-25,1.4855851831544219e-24
1846,3.9152210382678067e-25,9.392269976607954e-27
1847,1.980873247894544e-25,5.74153981633263e-26
1848,4.7433659884740865e-25,3.6676134645539136e-26
1849,1.8742760860801763e-25,3.5259607398285896e-27
1850,3.6779335580162063e-25,2.008070537593289e-24
1851,3.3931947503035644e-25,2.625647691406257e-25
1852,1.3451108111474901e-25,1.2685000358455278e-26
1853,6.622626822950857e-25,1.0236691292518787e-24
1854,1.2589345348221132e-25,2.305072573707195e-25
1855,3.576486770818339e-25,1.4878738813424868e-27
1856,1.6658456916693535e-25,5.77049000804486e-27
1857,1.8685468070695997e-25,1.3651193845539734e-26
1858,5.223360668011605e-25,3.0278490250495728e-27
1859,3.235615813813144e-25,9.055283262550327e-27
1860,6.683382882163388e-25,1.270853403130423e-26
1861,3.2129148667265148e-25,2.2009898850491595e-27
1862,2.463868178805405e-25,1.8992857142728956e-26
1863,2.342084118696776e-25,7.565917099460235e-25
1864,2.232296660781352e-25,9.203115927736202e-25
1865,2.1188920734027344e-25,4.319972912853844e-24
1866,1.8210924294212492e-25,6.493398506663072e-25
1867,1.947865240798696e-25,1.501827544794332e-25
1868,1.5106573536396081e-25,3.3285911503313643e-25
1869,4.0413008402871583e-25,2.1990994243321104e-25
1870,2.1713203777477093e-25,3.8707677987520135e-26
1871,2.9052136281307082e-25,1.0322050415577531e-25
1872,1.5303439843720919e-25,2.5241919622400844e-26
1873,1.7957415648755056e-25,2.5629373713545038e-26
1874,1.6269417148302783e-25,7.266426756998886e-27
1875,2.4764211337764307e-25,5.898069322875347e-25
1876,2.090003670687009e-25,2.5823052803162635e-24
1877,1.8380437584132065e-25,8.910581200351442e-27
1878,2.472368434150217e-25,6.8238018349510285e-25
1879,1.257754980799864e-25,5.22538320371133e-25
1880,2.208463768691561e-25,1.0600329001423246e-25
1881,1.6504627321293556e-25,3.2822214599550066e-26
1882,1.354800633136516e-25,9.699004834651826e-27
1883,1.260555102995457e-25,4.769873524379036e-26
1884,1.5857656920327936e-25,3.066462244837964e-27
1885,1.4262733045622614e-25,1.0391284213377778e-24
1886,2.069400921783604e-25,7.705319291291546e-25
1887,1.482880830180968e-25,4.398116518285706e-26
1888,2.615177368318656e-25,1.0741199382349755e-26
1889,1.6396663132963078e-25,1.61667979002589e-27
1890,3.4698460285600834e-25,1.2151982213242201e-27
1891,1.8310006963941958e-25,3.632775815110212e-24
1892,3.6808384527656766e-25,1.5913472227998207e-25
1893,2.7393964510136007e-25,4.4810828526699836e-24
1894,1.1245663737571425e-25,2.4858395140059088e-24
1895,3.78892633362548e-25,3.328326153693413e-24
1896,1.2073915567789357e-25,2.708483534156644e-25
1897,1.4365038670078865e-25,5.537982746449991e-25
1898,1.341651863894707e-25,6.499284382971542e-25
1899,1.2745265971665645e-25,9.879927132850544e-26
1900,2.7668720936448623e-25,3.9186304191195404e-26
1901,1.1952429361309504e-25,1.1212321536715575e-24
1902,1.6605136321933804e-25,2.4499036033910847e-26
1903,2.7017668263805505e-25,3.2584970305547265e-25
1904,1.3482741735921948e-25,2.9853235050365e-26
1905,6.14628704650824e-25,2.2171293559940565e-26
1906,2.558137565493725e-25,1.4620246513151732e-25
1907,2.6685613457471715e-25,8.13271339650533e-26
1908,5.107511106365964e-25,1.8123698346892572e-25
1909,2.7317576645753453e-25,9.182327234529555e-26
1910,3.0992457750021e-25,7.754747502774007e-26
1911,4.160929619176905e-25,4.1498611773311754e-27
1912,3.0484779825244153e-25,1.4843735990188076e-26
1913,2.5123149877858124e-25,2.3602720400787285e-26
1914,2.550493205819428e-25,3.262407250090153e-27
1915,2.327541795187472e-25,1.0983303571410743e-26
1916,1.8372375796287846e-25,5.4607718204518186e-27
1917,1.680979831219258e-25,6.952184816994676e-27
1918,1.7989483316342164e-25,2.3197725845156068e-27
1919,2.4696581229940183e-25,1.815437204058715e-27
1920,2.6204145577385684e-25,1.1497746968257163e-27
1921,2.133015811244122e-25,9.044778183078607e-27
1922,6.804919925177308e-26,5.15501669717325e-27
1923,5.95507608726078e-26,2.4595930599335928e-27
1924,1.5086424246121585e-26,5.617678041132411e-27
1925,6.602914029437852e-26,2.2000994105426923e-27
1926,2.22421514749963e-26,4.4414428096293396e-27
1927,3.2083386755087536e-26,5.7934749158740556e-27
1928,3.5707209328655664e-26,4.298565470414349e-27
1929,2.6385954024320565e-26,4.373465839046633e-27
1930,2.224290286332831e-26,5.2082832296057365e-27
1931,2.894794047302531e-26,3.1274160958901417e-27
1932,3.651130019118083e-26,1.2975529022458802e-27
1933,4.061051747139799e-26,1.749849974455843e-27
1934,4.092276794620491e-26,1.1199318822999405e-27
1935,2.924007853958819e-26,2.0614294342906156e-27
1936,5.545175130492199e-26,1.895728882883207e-27
1937,9.399470102799324e-26,2.918337972482365e-27
1938,2.03008398200536e-26,1.1101001109775374e-27
1939,3.155541787615103e-26,3.1465794057375714e-27
1940,1.8866500685003828e-26,1.4448252840916253e-27
1941,9.437639374411966e-26,3.620566743134911e-27
1942,1.3190575070936221e-25,2.258604503007099e-27
1943,1.767907622317253e-25,4.832214109559955e-27
1944,6.786959791702448e-26,2.2767521145411567e-27
1945,7.926235144720666e-26,1.5137241172116831e-27
1946,6.105488131188691e-26,3.243750533430104e-27
1947,1.1701833988210187e-25,8.140791443292971e-27
1948,1.5495586470601036e-26,1.1141792537968066e-26
1949,6.980712745824904e-26,1.1287237669742515e-27
1950,6.69652938840352e-26,1.469937925842317e-26
1951,1.1961490663614654e-25,2.903473237960612e-27
1952,1.448742365854262e-26,4.7642722236868805e-27
1953,1.1881293982690377e-25,6.0127325007922405e-27
1954,4.2658759882868224e-26,3.345546874669381e-27
1955,6.63338294605881e-26,2.163470401760847e-26
1956,1.2368015451161357e-25,2.1828073102977665e-26
1957,2.0361053098217873e-25,3.59748889457701e-27
1958,3.1870756834648424e-25,1.0823857625873592e-26
1959,9.227389300155082e-26,4.16656090355187e-26
1960,3.772383903400218e-26,1.0491282502290013e-26
1961,3.0320458314191605e-25,3.0568666036141684e-26
1962,8.478820306496053e-26,8.909623619104006e-27
1963,2.492031377043925e-26,6.303546797564688e-27
1964,4.0515183088001774e-25,3.3096442181950036e-26
1965,6.6103424227471525e-25,6.537500113575986e-27
1966,7.529076588642287e-25,2.6772423183893757e-27
1967,8.989728167058838e-25,4.733459969168146e-26
1968,2.661156459954209e-26,7.165906357958527e-27
1969,1.23761734710258e-25,3.3668150466891304e-27
1970,4.2732130236010705e-26,1.7857310250114254e-27
1971,2.3981147527391424e-26,1.609688403885041e-27
1972,8.200739677461544e-26,3.6412842995476834e-27
1973,1.4628005540163872e-25,2.5681522458649722e-26
1974,3.085307884491668e-25,8.499274504992584e-27
1975,1.0488090387196342e-24,1.4818849761651798e-27
1976,2.2681123928445158e-24,7.300910432595404e-27
1977,7.314552615438433e-25,4.706900851219317e-27
1978,3.496389329715524e-26,9.507414146913493e-27
1979,2.1241260486212597e-25,1.443404840896738e-26
1980,1.2747608679873676e-25,1.2780551137937045e-26
1981,5.233278648123617e-25,1.2924876210445558e-26
1982,2.700922237380786e-25,1.0685912354314566e-26
1983,2.3080898327826082e-24,8.308497205696954e-27
1984,6.429687206244881e-26,2.726829549394533e-27
1985,2.23324310877628e-25,6.814491665317849e-27
1986,7.704013133036217e-26,3.8174113026277274e-27
1987,5.841147773074354e-25,2.2855126304848855e-27
1988,3.821080812550083e-24,1.7692300045790567e-27
1989,1.2251184446289899e-24,6.222478392540095e-26
1990,2.249306466340436e-25,1.2224308101842704e-27
1991,2.240426677870614e-25,2.2089964539296256e-26
1992,4.198837361981535e-25,5.272738920067514e-27
1993,2.2632291221504896e-24,5.573398064480094e-26
1994,1.623575695519173e-25,3.9769555507676606e-26
1995,1.008431836774997e-25,2.4839082857863406e-26
1996,2.182959584770604e-25,1.7374399300408346e-26
1997,9.276506188024163e-26,9.964756064659028e-27
1998,2.946634470479719e-26,2.7334184981720237e-26
1999,1.4604346238113813e-24,4.7380419383958735e-26
2000,1.2680522418883786e-24,3.15124181171744e-26
2001,3.391893387147981e-25,3.3646290620367184e-26
2002,3.1824934804212007e-24,1.9599967025988503e-26
2003,4.27485529969172e-24,1.9260812314401276e-26
2004,3.3215394200454764e-25,7.398140983737655e-27
2005,4.917499479708461e-25,7.540787943948587e-27
2006,1.3568200202227358e-25,8.34916717579731e-27
2007,1.630738531789681e-26,5.271294864846184e-27
2008,4.95012009848401e-25,1.360878196555276e-27
2009,3.916422103132877e-26,1.8324623713594217e-27
2010,1.2660439729111787e-25,1.593312069246353e-27
2011,1.469470568723665e-25,1.0260536217704497e-27
2012,1.0737430406863576e-25,1.0263807573268097e-27
2013,4.474741408494667e-25,1.0267078928831697e-27
2014,9.78435892849169e-24,1.0270350284395297e-27
2015,1.8047284349312622e-25,1.0273621639958897e-27
2016,3.9022885717874846e-25,1.0276892995522497e-27
2017,4.874740740743249e-25,1.0280164351086095e-27
2018,1.7403269091801425e-25,1.0283435706649695e-27
2019,2.436e-25,1.0286707062213295e-27
2020,1.950384748927677e-24,1.0289978417776895e-27
2021,1.138526086398959e-25,1.0293249773340496e-27
2022,1.63134354486311e-25,1.0296521128904096e-27
2023,1.3438885388654159e-24,1.0299792484467696e-27
2024,4.2173960185472895e-24,1.0303063840031296e-27
2025,1.0728257444587367e-25,1.0306335195594896e-27
2026,5.233557639170263e-24,1.0309606551158494e-27
2027,9.014930366261635e-24,1.0312877906722094e-27
2028,2.7048854178503243e-24,1.0316149262285694e-27
2029,4.38559430811539e-25,1.0319420617849294e-27
2030,7.761414129326283e-25,1.0322691973412894e-27
2031,1.5337104259078746e-25,1.0325963328976494e-27
2032,1.2922812437146642e-25,1.0329234684540094e-27
2033,1.2052849702537448e-24,1.0332506040103694e-27
2034,8.085554429494542e-24,1.0335777395667294e-27
2035,7.394982119241649e-24,1.0339048751230894e-27
2036,5.254614893617209e-25,1.0342320106794492e-27
2037,4.660534521854905e-24,1.0345591462358093e-27
2038,1.932765273311944e-25,1.0348862817921693e-27
2039,1.594648749354272e-24,1.0686806866952567e-27
2040,2.9171361803920203e-24,1.1797692775666285e-27
2041,6.201139648750169e-24,1.3714226561185105e-27
2042,5.347857142849796e-25,1.3570204369520672e-27
2043,2.5686646228953948e-24,1.294436653276751e-27
2044,3.757232558138976e-25,1.2990047803163883e-27
2045,3.026549945118152e-25,2.1020311354828708e-27
2046,7.140568107181722e-25,2.125785192560097e-27
2047,3.103269596170368e-25,2.3241550935278947e-27
2048,8.931436054797406e-24,1.390607442458221e-27
2049,7.219472320612192e-24,1.1563553886164207e-27
2050,1.557730180285014e-24,2.147171643958316e-27
2051,2.3371988571426872e-25,1.9882124295721218e-27
2052,5.774816490393531e-24,2.307211851853512e-27
2053,8.131736373322292e-25,1.4185269456036394e-27
2054,8.44108597792552e-24,3.1024054107150397e-27
2055,6.792592321593924e-24,3.667430527628604e-27
2056,3.2525738259606485e-25,2.824226070576583e-27
2057,1.4483043197091093e-25,2.7143305535635614e-27
2058,3.515884915203686e-24,4.024009684722235e-27
2059,6.27433686732838e-25,2.5310236230068834e-27
2060,2.6142428320314297e-24,3.025325823500469e-27
2061,4.1358749941462946e-26,2.5160015973327095e-27
2062,6.975119182815843e-24,2.044063390975858e-27
2063,6.289934133495837e-26,2.612410793195359e-27
2064,9.64783722277576e-24,2.6188306434953638e-27
2065,9.349142787522783e-25,2.199640914644937e-27
2066,6.276047166506785e-25,1.2789590426158407e-27
2067,9.63201884253035e-25,1.9223430898616126e-27
2068,4.4223208070062e-25,1.2662888698832154e-27
2069,1.67251943632811e-24,1.2245643599489496e-27
2070,5.297108899863086e-25,1.275753335732085e-27
2071,8.877634020774315e-26,1.2776179981656625e-27
2072,7.873650447344178e-25,2.378806496823151e-27
2073,2.753326033943685e-23,2.5386042543603735e-27
2074,9.172899122995021e-26,1.8926622318557822e-27
2075,5.022495907877858e-24,2.1169822247193047e-27
2076,1.816837299602646e-24,1.0059600148515153e-27
2077,2.252179359553962e-24,3.039223595092978e-27
2078,6.779743801656658e-25,2.7381148748604947e-27
2079,1.8776123343263987e-24,2.6924209747770702e-27
2080,3.274606962367699e-23,4.009177830428761e-27
2081,1.5665303415716206e-24,3.429099388992675e-27
2082,6.442177814214031e-25,3.622022722929685e-27
2083,6.7918679652666375e-25,3.674495527730344e-27
2084,2.860951831723085e-23,3.5511169851449266e-27
2085,2.778019645223728e-23,3.435357046631244e-27
2086,1.4691832229580356e-25,2.7981818354554466e-27
2087,3.3067077556308223e-23,2.0799548153748185e-27
2088,3.7241870281424024e-26,2.078830073919126e-27
2089,8.756683570803016e-25,1.6555622722063812e-27
2090,1.6652162136617937e-25,1.183400794336716e-27
2091,6.758066901854847e-25,1.0671717268311773e-27
2092,1.2134791056110408e-24,9.48026464347536e-28
2093,7.0056904061433615e-25,9.497975545313283e-28
2094,1.2388140660063868e-25,9.515686447151209e-28
2095,1.7991145038160912e-25,9.533397348989134e-28
2096,8.418967692386696e-26,9.55110825082706e-28
2097,2.8383666953307377e-25,9.568819152664983e-28
2098,3.9076896551716475e-25,9.586530054502908e-28
2099,2.3802269858704625e-24,9.604240956340833e-28
2100,2.080721420921641e-24,9.621951858178759e-28
2101,5.565865805686752e-25,9.639662760016682e-28
2102,3.827097201038747e-24,9.657373661854608e-28
2103,3.55400234534682e-24,9.675084563692533e-28
2104,9.426918980126301e-24,9.692795465530458e-28
2105,7.42451809759206e-24,9.710506367368382e-28
2106,9.161296450589751e-24,9.728217269206307e-28
2107,7.908271497608804e-24,9.745928171044232e-28
2108,7.752295676616283e-24,9.763639072882158e-28
2109,3.565119188615006e-24,9.781349974720081e-28
2110,7.6290012588238555e-25,9.799060876558006e-28
2111,1.0106226434440242e-23,9.816771778395932e-28
2112,8.2218758654663015e-25,9.834482680233857e-28
2113,7.8572173913032145e-25,9.85219358207178e-28
2114,1.0230758704451536e-25,9.869904483909706e-28
2115,8.116013363030996e-25,9.887615385747631e-28
2116,7.263304606251226e-25,9.905326287585556e-28
2117,2.22113076923065e-25,1.0545056575734093e-27
2118,1.520649780557803e-23,1.1392852213918135e-27
2119,6.598581395260326e-25,1.3052592145516543e-27
2120,1.5982117808621964e-23,1.61595909756713e-27
2121,1.1015052426870097e-23,1.4191871129707325e-27
2122,5.2400294016360846e-24,1.878828465116742e-27
2123,4.714678972449367e-24,2.3557187454347496e-27
2124,1.267327363733941e-23,1.761796073108171e-27
2125,5.023662500000423e-25,3.360293457306456e-27
2126,4.777859197577092e-25,2.765003403814738e-27
2127,2.5744340649108545e-24,4.403516916631071e-27
2128,3.9745672750766647e-25,5.26955337145056e-27
2129,7.826574313454702e-24,5.734989420617679e-27
2130,9.069969711365869e-24,4.087806751592106e-27
2131,1.541999849898421e-24,7.70541839727417e-27
2132,1.2532642400592274e-24,7.551072959600728e-27
2133,9.83860035290384e-24,2.177456655534665e-27
2134,1.2718086546027284e-25,5.6360875547828664e-27
2135,2.2000901990339353e-25,1.116271820982343e-26
2136,5.7130413671595e-26,1.1687864523725597e-26
2137,6.34258230599591e-26,1.113681908256715e-27
2138,6.968844751332251e-25,9.322073361363264e-27
2139,1.4460136678354612e-24,1.7473079148832145e-27
2140,5.928399141631112e-25,4.441526627255057e-27
2141,2.5406465353176452e-24,6.832491705268661e-27
2142,8.729516355068534e-25,1.419627976189778e-27
2143,1.022551340293375e-24,1.525194336519225e-26
2144,4.782598339727106e-24,2.267033065958954e-27
2145,4.107389705882715e-25,3.9211298080280324e-27
2146,2.112801603031732e-24,5.24505815485085e-27
2147,1.5385717626747391e-24,1.1885020605786693e-26
2148,3.672455208135248e-24,4.630717054891333e-27
2149,3.4968697282163713e-25,8.646693059615868e-27
2150,3.2813228004377356e-24,8.968550808669419e-27
2151,9.765467813149896e-24,8.13817144116292e-27
2152,5.369839899293493e-25,1.4263791312454157e-26
2153,1.0749250430071565e-25,1.9159857951448358e-26
2154,7.51837082124716e-24,1.688017518788394e-26
2155,3.1143807269756917e-25,1.6437905405407974e-26
2156,1.6223566647460565e-24,6.137310095185922e-27
2157,9.310836148477251e-24,5.4490612129678754e-27
2158,1.2812785755348984e-25,2.5965042778356334e-27
2159,1.0710229932249605e-25,1.0136144324336618e-26
2160,6.5543253174310404e-24,9.501950517296939e-27
2161,1.9248537340555272e-25,1.365704617266605e-26
2162,5.835312808166333e-24,2.7847155385680323e-27
2163,1.945901317572991e-25,2.5165226167813063e-26
2164,4.6543251440907695e-24,1.6453944286450566e-26
2165,1.6835009582331934e-24,2.03442577616758e-27
2166,4.203112604425616e-24,2.607708622983248e-26
2167,2.012571428571373e-25,3.611346065956919e-27
2168,5.023740951502413e-24,3.340714749258402e-27
2169,2.7765637153438423e-25,5.9581912260306744e-27
2170,1.5004157303619322e-25,2.88235505046807e-26
2171,1.12728131238681e-25,2.4972195860341485e-26
2172,2.706288560765967e-26,3.9418765692528455e-27
2173,4.136869992437568e-25,2.2069380923231695e-27
2174,4.3692021862532575e-24,7.449932738274525e-27
2175,1.8972794575741192e-25,2.211239275884603e-27
2176,6.405451534725874e-26,1.6788343757967923e-27
2177,1.4859640472264358e-24,4.9298746850627246e-27
2178,4.418906241801727e-25,8.655342837446313e-27
2179,6.7587152335125415e-25,1.4637794397626876e-27
2180,2.3390789510390295e-25,3.1756146106734592e-27
2181,1.586522948057113e-25,2.788572980594084e-27
2182,5.089837254792421e-24,8.430708957681482e-27
2183,3.84950803981616e-26,1.9486579618093387e-27
2184,5.172798063987215e-24,2.7468422139484434e-27
2185,1.5340727956091249e-25,5.221507638400884e-27
2186,4.134718200380763e-24,9.05290408616798e-27
2187,7.345386176651235e-26,2.6051622859697236e-27
2188,2.0176780774229042e-24,3.591748893471071e-27
2189,3.4356044068674374e-24,1.1883378133272963e-27
2190,4.52599641981512e-26,8.095492487475498e-27
2191,1.5343603494297675e-24,2.60408891654403e-26
2192,2.798819990253938e-25,1.0699436416185695e-26
2193,3.837654060801843e-26,2.0300268640330697e-26
2194,8.08613937685158e-25,1.7407511432003538e-26
2195,1.3427379360729188e-24,2.3050840478981265e-26
2196,2.6320306552356493e-25,4.5269177873009634e-27
2197,3.658386724116512e-25,1.518014738047104e-27
2198,4.0191208358541764e-24,2.0157696476940893e-26
2199,1.2446782919781325e-24,7.358195804286606e-27
2200,2.4499629313456303e-24,1.0588810583565598e-27
2201,5.877751325904563e-26,2.6791276176492172e-27
2202,2.110974477958127e-25,1.0440895153181996e-26
2203,3.5251524321154577e-26,1.4500754400076835e-26
2204,1.7202220795891518e-25,1.1165974414349362e-26
2205,2.1977666578771343e-26,1.2902749204236753e-26
2206,1.2886574430612287e-25,2.8648200759192396e-26
2207,4.8092255761822984e-26,1.652074998586435e-27
2208,2.886382073584385e-25,3.0371002081944984e-27
2209,1.1542812174618118e-24,3.247749181749533e-26
2210,2.6793565299693476e-24,2.1419189956346093e-27
2211,2.212346372832056e-24,3.4443364401358e-26
2212,6.043001288270531e-26,3.382118929795957e-27
2213,6.977731874178493e-26,1.9085825242680157e-27
2214,3.1419835873475478e-24,9.805634101309942e-26
2215,9.601297304509723e-26,1.3453247199820549e-26
2216,1.74086410700349e-25,4.3010434117520104e-27
2217,1.5668545849903925e-24,3.9105255349398424e-27
2218,9.546091062354761e-26,2.0179952411239644e-26
