wavenumber,NO2,SO2
2759,2.6888483129214204e-24,8.2624250356459075e-25
2760,1.347646677996076e-24,8.141747852040388e-26
2761,9.617886210690108e-25,2.9427894019135197e-26
2762,2.6134861631105524e-25,1.1865459878627032e-25
2763,2.6393423449505305e-25,5.440883022241661e-25
2764,1.2589467096288334e-25,2.0132400180112032e-25
2765,5.598135270752483e-26,5.383654099509574e-26
2766,2.706916926082388e-25,1.0008030721042524e-26
2767,1.503714525452108e-25,1.039121814430584e-26
2768,6.057530632183605e-25,1.6676433659654227e-25
2769,1.9156096347672278e-25,1.4591299999620604e-25
2770,1.380819935269262e-25,5.700327806736719e-25
2771,1.1119430007681612e-25,8.723058311243522e-26
2772,1.4052651783055413e-25,1.2119243065094535e-25
2773,2.0634792805388845e-25,3.0171866777210723e-25
2774,3.085971690738042e-25,1.76866194176181e-25
2775,7.565702755346828e-26,1.2808419683944015e-25
2776,1.1851631333760232e-25,8.349159076073304e-26
2777,2.52240439527802e-24,2.3784282080368213e-25
2778,6.217974488736903e-26,7.042310088208194e-26
2779,6.264895806200325e-25,3.415134366401336e-26
2780,2.5709107553170536e-25,2.083009335966342e-25
2781,1.4103985258115335e-25,2.170299758360015e-26
2782,3.0178476258210675e-24,2.2331030815157532e-26
2783,2.778467383161357e-25,3.579140481830558e-26
2784,4.645729298055237e-25,6.459594670408304e-26
2785,6.544190114491527e-25,4.552782495179993e-26
2786,6.568620730682185e-25,1.1243830520605985e-25
2787,2.5500967189890575e-25,4.0045362743276e-27
2788,9.058462580846498e-25,2.39037071167205e-25
2789,7.692440687868619e-25,1.5094673180551517e-25
2790,1.1084189528304669e-24,8.767833996987871e-27
2791,1.5685921671785578e-25,1.0949729729152216e-26
2792,9.624552279786615e-25,1.7161123432709426e-25
2793,4.572591125602733e-26,1.5180133731010184e-25
2794,1.7400590733999785e-25,3.6315228007578525e-25
2795,2.437980092137366e-25,5.6571207008628785e-27
2796,1.557654447902313e-25,2.659965066584086e-26
2797,1.3121746364163886e-24,3.992809981819782e-25
2798,6.659914331786258e-25,2.722113177813511e-25
2799,1.4633361302591127e-25,5.284863316689598e-26
2800,2.661264647929566e-25,3.1574505095908107e-25
2801,5.959605701584599e-25,3.599810514133516e-26
2802,2.163920172158477e-25,2.074607156200017e-26
2803,2.75405370822322e-25,1.385550489062374e-26
2804,1.280675003441093e-25,7.850595350166059e-26
2805,2.0209123108757738e-25,6.374065190074933e-26
2806,8.668625868366509e-25,8.418889060373113e-27
2807,6.237866439361906e-25,3.639305856412382e-26
2808,2.93987332339822e-25,3.30034337597958e-26
2809,8.6353042731333e-26,1.0480754717004094e-25
2810,6.348462828820344e-26,5.511984022687348e-26
2811,4.189633158457958e-25,3.450388364171164e-26
2812,2.079079120879798e-25,1.9543402050902938e-25
2813,1.6736721806943234e-25,1.7288483976734883e-25
2814,6.996383092264323e-25,5.009355150295611e-27
2815,1.2192239558223942e-24,1.5071855674789961e-25
2816,2.15184743900115e-25,1.2234858752975034e-25
2817,9.122867007432642e-25,1.8321661512761404e-25
2818,6.918308599206833e-25,3.859791540768207e-26
2819,4.525291342741802e-25,8.081367178336713e-27
2820,7.057129432171844e-25,5.729787354757363e-26
2821,2.5306159611315935e-24,1.8673267447837858e-25
2822,8.313891035990061e-25,2.015845511731995e-25
2823,7.183612984365773e-25,2.2357891807907696e-26
2824,1.5951754874683689e-24,3.6306105178155245e-26
2825,4.039982287848853e-25,8.147169005531356e-26
2826,1.3662144915706392e-24,1.0034357047291892e-25
2827,7.70573595531168e-25,1.2751376721649782e-25
2828,6.332316154381474e-25,1.2988026224981538e-25
2829,1.6493800161859454e-25,1.022400155489545e-25
2830,2.4845274296125703e-24,3.2275767538504367e-26
2831,2.6815785181373473e-24,6.409332750026803e-26
2832,5.216116704808772e-24,1.3727063326308305e-26
2833,1.5358394882878028e-25,1.4121729272017985e-25
2834,2.2596653819046216e-24,9.04393778097789e-26
2835,1.432316883444568e-23,4.8517877856602053e-26
2836,1.2583170658202941e-25,6.979102581920392e-26
2837,8.65918204299185e-26,2.1990593191639198e-26
2838,2.6727696828137535e-25,2.1362990445940326e-26
2839,3.478965256523756e-25,5.753517603405017e-26
2840,8.688483231215263e-25,3.4352422112731025e-26
2841,1.651006006705071e-26,1.1584090402379034e-25
2842,2.720674265604633e-23,1.337302440084546e-26
2843,8.209297228328649e-24,1.7382424798664543e-26
2844,4.663997860105801e-24,3.0543007764399033e-27
2845,3.1757313035891516e-25,4.15209031254726e-26
2846,4.886833349007991e-24,6.061550498102981e-26
2847,3.530480159848723e-25,4.716098188685989e-26
2848,4.879118404915227e-25,7.151393821621774e-27
2849,6.5213282652384975e-24,2.6681038002792086e-26
2850,1.7125299803173338e-24,8.695036426150086e-26
2851,3.478529075859417e-25,7.373352214435653e-26
2852,7.913152729556153e-26,9.65151976184378e-26
2853,2.4504922807017897e-24,7.739446684557461e-26
2854,6.364684583412031e-26,3.6188358035920796e-26
2855,3.1083899403706913e-25,2.038796666650902e-26
2856,4.32753785174041e-24,1.8217780988365985e-26
2857,4.175849833786771e-24,4.1653484563127123e-26
2858,7.489963804880035e-27,5.774271860587827e-26
2859,8.643930521556118e-26,3.975913100841389e-26
2860,7.997601899627711e-25,6.576756660097418e-26
2861,2.314923473746672e-24,7.970632051210924e-26
2862,1.0251755760235417e-24,4.7712551095488617e-26
2863,3.488983292257864e-25,5.77021299320983e-26
2864,6.80592386999496e-25,1.4928249776421007e-26
2865,1.8763371289285295e-23,6.049304381967577e-26
2866,1.6019946623495477e-23,9.60241588653555e-28
2867,1.7475091255840637e-23,1.0349373124375365e-27
2868,1.9406165153787282e-23,1.0886209233081385e-26
2869,8.802678647057814e-22,3.400644339142516e-26
2870,2.3134245730660414e-24,1.3718713149152467e-27
2871,1.6230611930303274e-23,1.9360127116829267e-27
2872,8.494025797949764e-25,2.1757185481247968e-27
2873,8.954899295412708e-24,2.4361574161962255e-27
2874,9.602206950339107e-25,2.9349494352875764e-27
2875,1.4631117949205676e-25,1.8417782446608492e-27
2876,1.3927642642752404e-21,2.5401944590591783e-27
2877,1.3464979530045854e-23,3.5425146682867064e-27
2878,3.628643363744104e-25,3.1369491684196125e-27
2879,5.354637492324228e-25,5.1568292751983824e-27
2880,9.806182082147995e-26,3.87486471285303e-27
2881,3.22949614004797e-22,2.4811696863860756e-27
2882,3.0918629579245097e-24,6.906000459951143e-27
2883,7.482344161862352e-22,4.812967163680915e-27
2884,1.8004873230636114e-23,7.818642335460033e-27
2885,1.2559840044186152e-23,3.658779986472904e-27
2886,1.4499502459168257e-24,7.384101202298752e-27
2887,1.338272326410339e-25,3.9845607779165014e-27
2888,1.6829262355750518e-21,3.688934026332615e-27
2889,1.3280745069185226e-21,8.274066488470375e-27
2890,3.5047789828406656e-21,5.093400471833763e-27
2891,4.265380472922014e-22,6.47879722012189e-27
2892,1.873927648994873e-21,5.09376641125272e-27
2893,8.98067267519059e-25,2.4426356083422163e-27
2894,3.056293768435992e-23,7.835105838858553e-27
2895,3.573794851788199e-25,1.0460663337181695e-27
2896,1.0576098256219597e-22,5.300074189365297e-27
2897,1.1852702277790486e-25,3.692680620037846e-27
2898,1.362605220222568e-23,3.240669026742002e-27
2899,8.573395438628117e-23,3.490183269288505e-27
2900,6.778298695432089e-26,2.715621189022161e-27
2901,1.227454685417164e-22,1.5961576617624298e-27
2902,9.449811219167078e-22,1.7023090204918267e-27
2903,6.220263790697994e-23,1.1275494505497071e-27
2904,2.5616708697453014e-23,1.0161551609550674e-27
2905,4.071190613718602e-23,2.4445599935734946e-27
2906,2.0281227618213974e-22,3.0260545505091472e-27
2907,3.699727032962481e-22,3.568420092312731e-27
2908,8.506705971504344e-22,6.648889191684108e-27
2909,2.279699477241814e-24,4.383446258472274e-27
2910,1.388394759722947e-23,3.2445156252767e-27
2911,2.3702316230942932e-23,5.9734868531174985e-27
2912,2.342214579933043e-24,3.676801326776596e-27
2913,7.417410518084611e-22,2.856309570897162e-27
2914,8.8745667859973e-24,6.476447125015116e-27
2915,2.7173297932503424e-22,8.623689890356368e-27
2916,3.9743120817647274e-24,6.805415350816574e-27
2917,2.893507393672243e-25,6.0551506502690855e-27
2918,1.981236964296323e-22,7.3303285635434e-27
2919,2.864194305804818e-24,4.2183597072566386e-27
2920,2.8869011764701634e-25,1.7131763392809437e-27
2921,1.8429088822909375e-23,1.4311251387091349e-27
2922,7.728303244011814e-26,1.8504789328123544e-27
2923,2.3611042063015434e-25,2.727060559398752e-27
2924,3.59136006611173e-23,1.7075227176203135e-27
2925,5.857784228659191e-25,1.1740335052930497e-27
2926,8.888700189076547e-23,1.5943489328993108e-27
2927,8.844649243487907e-23,1.1211044204478513e-27
2928,1.230532240117578e-25,1.1023031165360778e-27
2929,1.1184111227969986e-23,9.852900111939717e-28
2930,3.1047084703443964e-24,9.851699594070608e-28
2931,1.5315350569930245e-25,9.8504990762015e-28
2932,7.297244958474264e-24,9.849298558332392e-28
2933,7.037771076373973e-26,9.848098040463283e-28
2934,1.0445533955252776e-24,9.846897522594176e-28
2935,5.764709706685261e-23,9.845697004725067e-28
2936,1.9735071092219398e-23,9.844496486855958e-28
2937,9.962327704088906e-24,9.843295968986851e-28
2938,1.8052196475943403e-25,9.842095451117742e-28
2939,1.1780973355706284e-25,9.840894933248635e-28
2940,7.940593794749257e-26,9.839694415379526e-28
2941,1.1983776381994318e-24,9.838493897510418e-28
2942,3.9977229589123586e-25,9.83729337964131e-28
2943,6.466319857147798e-25,9.836092861772202e-28
2944,1.7596556102790404e-25,9.834892343903093e-28
2945,2.5035464608281605e-25,9.833691826033986e-28
2946,1.6845242196878924e-25,9.832491308164877e-28
2947,7.06511387792437e-25,9.83129079029577e-28
2948,1.2197754092754998e-25,9.83009027242666e-28
2949,1.631175527039354e-25,9.828889754557552e-28
2950,2.5035887880287293e-25,9.827689236688445e-28
2951,1.8832635111359686e-25,9.826488718819336e-28
2952,9.839165173569558e-26,1.0377624120723996e-27
2953,8.925803683665089e-26,1.130799149642037e-27
2954,1.1324360636354504e-25,1.5919137356902686e-27
2955,1.1439114248091163e-25,1.3537419529382663e-27
2956,1.5882237774020606e-25,1.4620607731849685e-27
2957,3.5796473115810435e-25,2.0343850177828098e-27
2958,4.0442259372608674e-25,2.4851716939914448e-27
2959,2.608745319029587e-25,1.674966065989867e-27
2960,4.633964264935178e-25,1.4831813814912298e-27
2961,3.666332350108858e-25,3.629297441764494e-27
2962,4.312927443811915e-25,4.046504990047859e-27
2963,2.210482100947784e-25,6.080199158141574e-27
2964,3.668105045802837e-25,1.3351894001386223e-27
2965,4.91291802342037e-25,8.160492162617113e-27
2966,9.062065613947502e-26,6.609554975913188e-27
2967,6.045513016170758e-26,1.4240979693538414e-26
2968,3.5086836381509197e-25,7.506481411670275e-27
2969,2.5372149366155415e-25,1.0075387215679301e-26
2970,1.9778615809991652e-25,2.753300317609501e-27
2971,2.4671205511165277e-25,4.420833403026821e-27
2972,1.8958730430015558e-25,1.5744360296455202e-27
2973,1.1554209690200962e-25,2.8568120720829746e-26
2974,1.4565343535581326e-25,2.7431658421974043e-27
2975,5.676322789934144e-26,1.67789220355952e-26
2976,8.340181136671003e-26,4.0277400153562844e-26
2977,6.476391910460335e-26,1.1555460041053083e-26
2978,5.681334949803964e-26,1.6892837610696272e-26
2979,5.993488690092609e-26,5.574778314204321e-26
2980,6.817857059428805e-26,9.54803597866238e-27
2981,8.657778650352987e-26,2.3386415840367744e-26
2982,9.123625756408471e-26,5.498678306115761e-26
2983,8.98778437977924e-26,1.0173702335624799e-26
2984,1.5294725500716036e-25,2.505932223869719e-26
2985,1.5680735884937904e-25,1.2581078309397709e-25
2986,1.1020318191564636e-25,4.16430033973129e-27
2987,2.0496701882771795e-25,2.3173139303683203e-26
2988,1.1085098417406e-25,4.270308940366765e-27
2989,1.8134376340013802e-25,5.0153810391838155e-27
2990,1.373591923046456e-25,3.764442865389401e-26
2991,1.7812709767100385e-25,1.2453585277140972e-26
2992,1.3898156321011022e-25,1.289066011118826e-26
2993,6.782037218353737e-26,3.796296621691545e-27
2994,1.4763403817370668e-25,2.6970754190409463e-26
2995,9.712291321060489e-26,1.2937874189992923e-27
2996,7.490940313715799e-26,2.5793778898901337e-26
2997,1.0238447377127114e-25,2.17636659405292e-26
2998,8.653354437772113e-26,8.027316060739674e-26
2999,7.083259424830264e-26,4.3367515739928405e-27
3000,5.989809116744422e-26,2.2848892134326856e-26
3001,6.056880943247949e-26,3.780806853575562e-27
3002,5.651732408305265e-26,1.3805235861885637e-25
3003,5.375714579195476e-26,1.9308479580938447e-26
3004,5.0720153121404227e-26,1.1861959046521104e-25
3005,5.0643964340843755e-26,8.187029492531513e-27
3006,5.056777556028328e-26,3.4852017258791414e-27
3007,5.0491586779722804e-26,1.2324148461698782e-27
3008,5.041539799916233e-26,1.1105960752246726e-26
3009,5.458642126147894e-26,1.1716840491978847e-26
3010,6.437749956201932e-26,3.7890434579465237e-26
3011,7.29526515839033e-26,4.4849171085502077e-26
3012,8.016352653097396e-26,7.206650003343343e-26
3013,8.683090326377307e-26,4.937181415924744e-26
3014,8.875828881859689e-26,4.342246494983121e-27
3015,1.0084331713380136e-25,1.9699205058700848e-25
3016,1.1689246855470055e-25,9.463526180224676e-26
3017,1.4937052617390745e-25,2.1308119205196128e-26
3018,6.161956306394635e-26,7.887124463164446e-27
3019,1.5890565861521617e-25,3.434288146102362e-26
3020,1.140253387726285e-25,2.973741953254788e-26
3021,8.847763088334573e-26,1.778282571618141e-25
3022,9.367037919252301e-26,1.4666768518851766e-25
3023,5.285207366644878e-26,1.1886879058169197e-26
3024,5.484542790782489e-26,1.610239923105462e-25
3025,5.364792929631932e-26,2.7382178001776584e-25
3026,6.13731384447297e-26,1.6588515569511906e-25
3027,1.0774582124086679e-25,2.08275288599385e-25
3028,1.3716838301333881e-25,2.1512570912624696e-26
3029,1.6539086175401848e-25,1.7303670428240164e-25
3030,1.522556261220636e-25,2.3738744865006792e-26
3031,1.0743163675794127e-25,7.665372140686868e-26
3032,1.037367729778188e-25,6.553683645618081e-26
3033,1.1058339686324546e-25,5.457619349428317e-26
3034,5.526821886346272e-26,2.9794221730464384e-26
3035,1.0093462138614128e-25,2.3614266930457418e-26
3036,1.065926411330799e-25,8.848463393398693e-27
3037,7.6160816031802e-26,1.596114669999042e-26
3038,8.250365989074948e-26,9.332099353195203e-27
3039,8.616491631669893e-26,3.0113550953077636e-27
3040,1.0133138108082958e-25,5.047795535866282e-27
3041,1.8945796803256734e-25,2.7774427043311233e-27
3042,8.575024513435119e-26,1.8403516548832742e-27
3043,8.239384219968944e-26,1.1342199042701696e-27
3044,1.1631676151745733e-25,1.1291355287905947e-27
3045,1.3137062169053298e-25,1.12405115331102e-27
3046,7.775778578613944e-26,1.1189667778314452e-27
3047,5.693359556285062e-25,1.1138824023518705e-27
3048,1.047e-25,1.1087980268722958e-27
3049,2.8894414290615095e-25,1.103713651392721e-27
3050,2.68377146706577e-25,1.0986292759131463e-27
3051,2.3106833657507404e-25,1.0935449004335714e-27
3052,2.817354344497949e-25,1.0884605249539967e-27
3053,8.664517559377397e-25,1.0833761494744219e-27
3054,1.0041043687283338e-24,1.0782917739948472e-27
3055,1.7066712591420078e-24,1.0732073985152723e-27
3056,5.7495525046341285e-25,1.0681230230356976e-27
3057,2.459591626204324e-25,1.0630386475561228e-27
3058,4.722089322284849e-25,1.057954272076548e-27
3059,1.4339670019131893e-24,1.0528698965969732e-27
3060,2.539033724253597e-25,1.0477855211173985e-27
3061,1.2130403131100994e-24,1.0427011456378238e-27
3062,2.0146478755360318e-24,1.037616770158249e-27
3063,6.468612659042045e-25,1.0325323946786743e-27
3064,2.2273012001786316e-25,1.0274480191990994e-27
3065,2.367716110790451e-24,1.0223636437195247e-27
3066,1.101158698226993e-25,1.0172792682399499e-27
3067,2.2982922365512922e-24,1.0121948927603752e-27
3068,1.1518629405200626e-24,1.0071105172808003e-27
3069,4.660512772269959e-25,1.0020261418012256e-27
3070,1.1790661054741746e-25,9.969417663216508e-28
3071,3.681442985825087e-25,9.91857390842076e-28
3072,1.1188240659439363e-25,9.867730153625014e-28
3073,1.8258742147790695e-25,9.816886398829265e-28
3074,9.930246422669252e-26,9.766042644033519e-28
3075,5.346580978189081e-26,9.71519888923777e-28
3076,2.146101737017162e-24,9.664355134442023e-28
3077,1.0311744465854386e-24,9.613511379646274e-28
3078,2.769444081115087e-24,9.562667624850528e-28
3079,2.5297812213661835e-24,9.876856999554023e-28
3080,1.2503245755687368e-23,1.1029567971951654e-27
3081,1.751302781407461e-24,1.1365097152240793e-27
3082,8.011331710445629e-24,1.3038768235407708e-27
3083,1.779103509228024e-24,9.91503377179643e-28
3084,3.308974953598661e-25,1.2949400065195789e-27
3085,3.270621898724262e-25,1.6137177193133488e-27
3086,4.892504583632874e-24,1.7867444152104607e-27
3087,8.930743549282694e-24,1.2332366489034975e-27
3088,6.752226299320767e-25,2.0897183958944156e-27
3089,4.724880023524936e-25,1.3312831406003448e-27
3090,1.388733818996146e-25,1.948975053454267e-27
3091,4.5961898520671454e-24,1.4461639400536619e-27
3092,2.553923002130431e-24,3.0517544132481622e-27
3093,1.37392896180153e-24,1.9808838622560588e-27
3094,1.5918375567098684e-24,2.746587826106908e-27
3095,1.4652313965942752e-25,3.2266766784450448e-27
3096,1.4371253227169058e-25,3.7190567932972e-27
3097,6.758945617669017e-25,3.0396049721208594e-27
3098,6.421286942409252e-25,2.351191057996024e-27
3099,1.1713949899773815e-24,3.7328078258313516e-27
3100,3.7615589779262596e-25,3.6837418473392936e-27
3101,5.083677595099082e-24,2.5896219762363354e-27
3102,2.531874592841043e-25,3.878195245827323e-27
3103,4.0245944593265576e-25,1.1223539428435986e-27
3104,2.0998308853876694e-24,3.254079143805729e-27
3105,1.5736465441816766e-25,2.0066905273570083e-27
3106,5.875171355086999e-25,2.2459536717444786e-27
3107,1.3483347047200962e-23,2.1308083952472713e-27
3108,1.297519894311573e-24,2.2102487248730935e-27
3109,3.749676963326831e-24,2.832982263035792e-27
3110,7.190969969581073e-25,1.0598031866917467e-27
3111,1.2964879948030213e-25,2.1068955045503225e-27
3112,2.4038111951874385e-25,1.1982328583901691e-27
3113,5.211082031255529e-25,1.1592159883520314e-27
3114,4.838455594820708e-24,1.0506060869022594e-27
3115,1.7616505157861434e-25,1.5927982115301586e-27
3116,6.514396682273289e-24,1.615478585860694e-27
3117,1.6772479784328014e-25,1.3450940447142587e-27
3118,1.201795201962271e-25,2.627661596958278e-27
3119,3.212540998754848e-25,1.449886114871809e-27
3120,1.8093152549252666e-24,1.985616465103711e-27
3121,9.242224989050401e-25,4.026556390071984e-27
3122,1.2708681979681812e-24,2.793954500440487e-27
3123,1.4692143641397681e-25,1.4835434829651668e-27
3124,1.2779982976088776e-24,3.803752866002811e-27
3125,9.598021162767679e-25,3.382086165537461e-27
3126,7.424779629978335e-25,3.243380487046236e-27
3127,1.3189890202239207e-24,1.4920251537164117e-27
3128,4.661284469778697e-25,1.663035740228426e-27
3129,4.884807525565164e-25,1.7506034186101336e-27
3130,1.5553645406677178e-24,1.2581852008456785e-27
3131,4.222479050144035e-25,1.0704195303959476e-27
3132,1.5963708479876245e-25,1.0641885077886395e-27
3133,1.16435921007307e-24,1.0579574851813315e-27
3134,2.353922828342752e-25,1.0517264625740235e-27
3135,3.186531911336209e-25,1.0454954399667155e-27
3136,3.3874339622673557e-25,1.0392644173594075e-27
3137,1.3194198533781764e-25,1.0330333947520995e-27
3138,8.996358425036028e-25,1.0268023721447915e-27
3139,1.401192034740985e-25,1.0205713495374834e-27
3140,9.62954507454559e-25,1.0143403269301754e-27
3141,8.271389213391142e-25,1.0081093043228674e-27
3142,5.849256685226658e-25,1.0018782817155594e-27
3143,2.1185071925311033e-24,9.956472591082514e-28
3144,1.8548077206851063e-24,9.894162365009434e-28
3145,3.5105607180553103e-25,9.831852138936353e-28
3146,1.5942247473144823e-24,9.769541912863273e-28
3147,9.485806099932664e-25,9.707231686790193e-28
3148,3.0324401234785353e-25,9.644921460717113e-28
3149,6.576587123463025e-25,9.582611234644033e-28
3150,1.5306091649155903e-24,1.041252523320892e-27
3151,2.980417573483393e-25,1.0804578290820985e-27
3152,9.264084103058359e-25,1.1099841800644775e-27
3153,4.421304269265561e-25,1.1042304945680808e-27
3154,2.963828765713061e-25,1.3566445745992658e-27
3155,1.310939247833393e-25,1.4451067772829906e-27
3156,5.2941638531471645e-25,1.4602694071273253e-27
3157,2.3843314391480985e-25,1.4486495227468316e-27
3158,6.746402560014229e-25,1.1515047341444677e-27
3159,7.930435982460639e-25,1.834580138857845e-27
3160,1.198893740230007e-25,1.8415279624849585e-27
3161,1.809432642556298e-24,1.997597918770834e-27
3162,2.763970035218514e-24,1.7940177482008198e-27
3163,2.990104607037286e-24,1.8090732026682883e-27
3164,1.2176369090247787e-24,2.229028504732139e-27
3165,1.9766514605267523e-24,2.2070847258648816e-27
3166,2.2103808224115878e-25,2.3896161894275202e-27
3167,8.142512181550523e-25,2.552155727155833e-27
3168,4.775051451355635e-25,2.7518356316751e-27
3169,1.0335651268137161e-24,2.4571887846996324e-27
3170,1.2287154109724978e-24,1.7682935014438413e-27
3171,1.1996631386882154e-24,3.1129775463276193e-27
3172,1.6411485728640427e-24,3.1186280037367408e-27
3173,4.167388999241961e-25,2.3806572546060448e-27
3174,3.233972056682008e-25,3.505239193504626e-27
3175,3.7884157139852493e-25,2.5086548439964878e-27
3176,8.841852861297704e-25,3.11914586656952e-27
3177,1.848569736369468e-24,3.943941367531131e-27
3178,2.1958035561408927e-24,3.944442945289528e-27
3179,2.669764151990583e-24,2.7332080028466475e-27
3180,3.28869416460987e-25,2.7903324343550863e-27
3181,3.627518613474111e-24,4.2865419108701355e-27
3182,2.3727062088052444e-24,1.7362424053870843e-27
3183,2.282297074807693e-24,4.2765322716323e-27
3184,8.277070915356038e-25,4.226271683426425e-27
3185,1.3671153445290202e-24,2.7870384430302152e-27
3186,1.6476098176313197e-24,1.7913080964364582e-27
3187,7.107826615976802e-25,2.6970219945152992e-27
3188,4.338945637211541e-25,1.8608494154102087e-27
3189,3.252676699824089e-24,1.8073905904815533e-27
3190,1.809345617891294e-24,3.9895112895775526e-27
3191,3.1181245132079543e-24,2.461152101904005e-27
3192,2.4111006889273463e-24,1.685832322922275e-27
3193,6.066751326212004e-25,3.6698819138536185e-27
3194,3.3642067600571263e-25,3.803276308862072e-27
3195,2.534545670074118e-24,7.439713547602385e-27
3196,3.7957594294937925e-25,2.9473552757332113e-27
3197,3.3262365747522494e-24,1.875176498259761e-27
3198,3.421871397030523e-25,1.2647174316025496e-27
3199,2.9643938271408438e-25,3.3969477036216496e-27
3200,3.46904570511871e-25,2.938342988693386e-27
3201,3.2505476242917437e-25,3.985864709230115e-27
3202,6.73703546782663e-25,1.2391403327542233e-26
3203,2.9063539914480885e-25,3.3115180330241275e-27
3204,3.6039083395936855e-25,1.7861728533777227e-27
3205,3.7662897235872566e-25,8.944629897434526e-27
3206,3.228392165809291e-25,2.4884194156209256e-27
3207,4.367929774717688e-25,3.754761625582764e-27
3208,2.3280919829684996e-25,2.269574934464475e-27
3209,1.6101062481727843e-24,5.160644758403964e-27
3210,2.4095391151968098e-24,1.2885627242198147e-26
3211,8.129897770352777e-25,1.191e-27
3212,2.777755927371249e-25,4.115239427004097e-27
3213,7.4791921913721285e-25,8.985981553999182e-27
3214,2.236615649526312e-24,3.019990127623307e-27
3215,1.621004780039364e-24,2.753027962008855e-27
3216,1.5181957070795412e-24,1.4523748098055797e-27
3217,3.611680313435735e-25,9.873630384675135e-28
3218,6.22552616680313e-24,5.957325975671235e-27
3219,7.17852009385687e-24,2.8919570913065057e-27
3220,9.124725981128163e-25,4.547848792167093e-27
3221,1.7204129719086384e-25,1.1644660148351462e-27
3222,5.71897014499744e-25,1.6137421846435818e-27
3223,4.36529068729289e-25,1.8538754134857596e-27
3224,3.8995063177292625e-25,1.8435963331090605e-27
3225,4.069919504231916e-25,1.9758071983747954e-27
3226,2.9448985181125146e-25,1.4529099567570449e-27
3227,4.839099108736976e-24,4.796526372555202e-27
3228,1.8972386609065666e-24,3.218051561859985e-27
3229,1.6719631897720724e-24,3.2307730513235724e-27
3230,2.5330388607683333e-25,4.510824243249278e-27
3231,7.886061254747365e-25,1.224694014192572e-27
3232,2.5235825673808125e-25,3.9637377523746e-27
3233,6.915541319048757e-25,2.5780288743854088e-27
3234,7.374368776297382e-25,1.864690460903501e-27
3235,2.654234215335091e-25,9.769237292565826e-28
3236,4.69263636367061e-24,2.826273416285064e-27
3237,2.0409001535011264e-25,3.636439973175632e-27
3238,4.679439287728951e-25,2.5348679472810265e-27
3239,2.7044009604257347e-24,1.584608011335009e-27
3240,7.256062923360314e-25,3.0958195786657568e-27
3241,1.8444541377062824e-25,1.5263610345759511e-27
3242,1.3930382031380127e-25,2.1228838584843705e-27
3243,1.09284542151583e-25,2.425948940888869e-27
3244,1.5974135291692206e-25,2.782141071674554e-27
3245,3.8811080578549264e-25,1.335974155707149e-27
3246,4.1142158712604346e-25,2.208405116083615e-27
3247,4.41678402620089e-25,2.312020101522889e-27
3248,3.339112763143008e-24,1.5724814403403474e-27
3249,1.6354512631859346e-24,1.4323625106814642e-27
3250,2.214076483799739e-24,2.0457834211793153e-27
3251,1.677875584572795e-25,1.7729186079850644e-27
3252,1.894394355427953e-24,1.0134855685411185e-27
3253,1.2628793718902987e-25,1.3991023345650898e-27
3254,1.1917321681624825e-25,1.531031099004058e-27
3255,3.702184008762785e-24,1.6873679829293e-27
3256,1.704089130578852e-25,1.0276105798869254e-27
3257,1.7764048823369436e-24,1.2656399448841172e-27
3258,1.90859991827834e-24,1.238657386459082e-27
3259,1.5815861990594603e-24,1.5796887529177024e-27
3260,3.3954545326812856e-25,9.768036359102441e-28
3261,1.1311849906705856e-25,1.5833087993985195e-27
3262,3.0709386695220297e-25,1.1641302732232242e-27
3263,3.2787442939380696e-24,1.3247991543820925e-27
3264,1.1030170220091406e-25,1.1187400163258294e-27
3265,9.706677565888497e-25,1.479703265519057e-27
3266,2.0784590313949618e-24,1.2667508485764905e-27
3267,3.0652521285208834e-24,1.0656910071561925e-27
3268,2.9095649825227832e-24,1.1006734803980339e-27
3269,2.5884698270860514e-24,1.1822087031750131e-27
3270,8.81299709805711e-25,9.909883714447784e-28
3271,2.0119223121783258e-25,9.795439839914533e-28
3272,1.9818059582463723e-24,9.68099596538128e-28
3273,3.8969269205252565e-25,9.61531101845847e-28
3274,6.581765983113671e-25,9.635497833578712e-28
3275,1.68622658962882e-24,9.655684648698952e-28
3276,2.3087527564318553e-25,9.675871463819194e-28
3277,1.3364270257955279e-24,9.696058278939436e-28
3278,2.1240009864867757e-25,9.716245094059676e-28
3279,1.3350982954932206e-24,9.736431909179918e-28
3280,1.7642472115561593e-25,9.756618724300158e-28
3281,1.5955345068250805e-24,9.7768055394204e-28
3282,2.1880759616167653e-25,9.796992354540642e-28
3283,1.250380628885719e-24,9.817179169660882e-28
3284,6.165820663614964e-25,9.837365984781124e-28
3285,6.092167947885844e-25,9.857552799901364e-28
3286,1.7342348726947157e-24,9.877739615021606e-28
3287,7.4664477611928925e-25,9.897926430141848e-28
3288,4.0997092848245846e-25,9.918113245262088e-28
3289,1.1200669819779913e-24,9.93830006038233e-28
3290,8.932764974190374e-25,9.95848687550257e-28
3291,2.2664349578975825e-25,9.978673690622812e-28
3292,1.0163305166063649e-24,9.998860505743054e-28
3293,1.1881429503778535e-24,1.0019047320863294e-27
3294,6.727001837893467e-25,1.0039234135983536e-27
3295,5.2251625318690055e-25,1.0059420951103776e-27
3296,7.428712608158192e-25,1.0079607766224018e-27
3297,6.969160124724749e-25,1.009979458134426e-27
