wavenumber,NO,NO2,SO2
2171.0,2.8134386894428735e-34,1.12728131238681e-25,2.4972195860341485e-26
2172.0,2.3061607145134094e-43,2.706288560765967e-26,3.9418765692528455e-27
2173.0,1.5352202928547634e-51,4.136869992437568e-25,2.2069380923231695e-27
2174.0,1.172801652263264e-36,4.3692021862532575e-24,7.449932738274525e-27
2175.0,2.2913141021328053e-44,1.8972794575741192e-25,2.211239275884603e-27
2176.0,3.004653781468316e-34,6.405451534725874e-26,1.6788343757967923e-27
2177.0,6.7063810927825214e-37,1.4859640472264358e-24,4.9298746850627246e-27
2178.0,4.534923876248279e-37,4.418906241801727e-25,8.655342837446313e-27
2179.0,2.7671113744815687e-44,6.7587152335125415e-25,1.4637794397626876e-27
2180.0,1.8532200755760016e-34,2.3390789510390295e-25,3.1756146106734592e-27
2181.0,2.2701597694393144e-35,1.586522948057113e-25,2.788572980594084e-27
2182.0,4.371782079448117e-53,5.089837254792421e-24,8.430708957681482e-27
2183.0,2.226399805611796e-35,3.84950803981616e-26,1.9486579618093387e-27
2184.0,7.481445145966875e-35,5.172798063987215e-24,2.7468422139484434e-27
2185.0,1.4016727357883135e-37,1.5340727956091249e-25,5.221507638400884e-27
2186.0,4.57187266493782e-45,4.134718200380763e-24,9.05290408616798e-27
2187.0,3.11271634451446e-46,7.345386176651235e-26,2.6051622859697236e-27
2188.0,3.718579595431483e-54,2.0176780774229042e-24,3.591748893471071e-27
2189.0,4.4799609875681834e-38,3.4356044068674374e-24,1.1883378133272963e-27
2190.0,7.588594622419018e-46,4.52599641981512e-26,8.095492487475498e-27
2191.0,5.536004046844021e-56,1.5343603494297675e-24,2.60408891654403e-26
2192.0,5.943389303892771e-32,2.798819990253938e-25,1.0699436416185695e-26
2193.0,3.775638675031882e-46,3.837654060801843e-26,2.0300268640330697e-26
2194.0,1.4588452407217304e-55,8.08613937685158e-25,1.7407511432003538e-26
2195.0,2.2228670104337374e-99,1.3427379360729188e-24,2.3050840478981265e-26
2196.0,5.648499674950154e-48,2.6320306552356493e-25,4.5269177873009634e-27
2197.0,1.8410479273697584e-32,3.658386724116512e-25,1.518014738047104e-27
2198.0,2.0571990988070258e-99,4.0191208358541764e-24,2.0157696476940893e-26
2199.0,1.4209813799566114e-47,1.2446782919781325e-24,7.358195804286606e-27
2200.0,2.358134294523855e-39,2.4499629313456303e-24,1.0588810583565598e-27
2201.0,7.903843572491825e-33,5.877751325904563e-26,2.6791276176492172e-27
2202.0,1.0481957846359415e-49,2.110974477958127e-25,1.0440895153181996e-26
2203.0,1.1947177663382681e-47,3.5251524321154577e-26,1.4500754400076835e-26
2204.0,8.646820557500803e-40,1.7202220795891518e-25,1.1165974414349362e-26
2205.0,6.485810632150241e-33,2.1977666578771343e-26,1.2902749204236753e-26
2206.0,5.768450200670645e-48,1.2886574430612287e-25,2.8648200759192396e-26
2207.0,2.2455853431833286e-58,4.8092255761822984e-26,1.652074998586435e-27
2208.0,6.254090133850787e-41,2.886382073584385e-25,3.0371002081944984e-27
2209.0,4.8838461961223995e-49,1.1542812174618118e-24,3.247749181749533e-26
2210.0,5.818065405249631e-59,2.6793565299693476e-24,2.1419189956346093e-27
2211.0,6.813665568162012e-61,2.212346372832056e-24,3.4443364401358e-26
2212.0,3.259541172589238e-49,6.043001288270531e-26,3.382118929795957e-27
2213.0,1.1142954687884776e-33,6.977731874178493e-26,1.9085825242680157e-27
2214.0,3.6304126166469603e-60,3.1419835873475478e-24,9.805634101309942e-26
2215.0,1.375349843741032e-49,9.601297304509723e-26,1.3453247199820549e-26
2216.0,2.1549888172951165e-34,1.74086410700349e-25,4.3010434117520104e-27
2217.0,4.647202542427984e-34,1.5668545849903925e-24,3.9105255349398424e-27
2218.0,4.2460182305110863e-50,9.546091062354761e-26,2.0179952411239644e-26
2219.0,4.356244081985463e-35,3.3274611765158826e-25,1.1073632175113489e-24
2220.0,1.3956253077602096e-34,2.3661388504140596e-26,1.080390727580391e-27
2221.0,5.750777670804808e-51,4.9092077879483593e-26,6.745315479811884e-27
2222.0,6.281477799084468e-42,3.2007293211310725e-26,5.991293710220982e-27
2223.0,9.519682968169211e-99,7.616434785342911e-25,1.6295242120985626e-27
2224.0,3.7167632436991344e-51,2.6100173188642996e-25,5.52516536887061e-27
2225.0,3.058026623532769e-35,9.801224705773227e-25,4.179574672827238e-27
2226.0,4.191251617799304e-53,1.1518697269804103e-24,3.599267433328097e-24
2227.0,3.171664981573508e-98,9.958245951015443e-25,4.544089539779263e-26
2228.0,2.6500391171183944e-52,1.699925886942657e-24,9.862717639772854e-28
2229.0,6.314533780079639e-43,9.258779419494405e-25,5.562439495617389e-27
2230.0,1.0276645217391292e-98,1.954584439669626e-24,4.630448500924708e-27
2231.0,1.3221898357687746e-99,6.893320402332082e-25,8.730789991529399e-26
2232.0,1.7729806994887338e-36,4.806307440482891e-25,3.488568935804364e-26
2233.0,7.032091417513742e-53,1.790212526756881e-24,2.9171846633626214e-27
2234.0,6.625829066561954e-98,3.449613485118813e-26,1.023340721780734e-26
2235.0,1.5428357500043986e-53,8.967685106983367e-25,4.8044551623902464e-27
2236.0,3.8518142719264884e-36,1.651170959253678e-25,3.876355596592457e-26
2237.0,1.9455641543667825e-36,1.965067507064112e-25,4.051687172244247e-26
2238.0,7.957541595607289e-98,1.4895460076638953e-24,6.569679334836211e-27
2239.0,8.678299766244131e-39,1.3042537276539724e-25,2.150426837319649e-26
2240.0,1.327744195236754e-36,1.156872294978634e-24,4.383027319758098e-27
2241.0,9.346024082713739e-55,1.0768484699162104e-24,7.268067194465288e-26
2242.0,6.719087297798164e-45,1.6800694544751515e-26,4.347910209916336e-25
2243.0,1.145949131807952e-37,1.2710789568029664e-24,4.616158339122771e-27
2244.0,1.5114914812575888e-55,1.1019933623982329e-24,7.47596397958799e-26
2245.0,8.998756617333098e-46,9.905971346433615e-25,7.570815279335091e-27
2246.0,6.1046425921641674e-46,8.368444828923169e-25,1.8908322844991822e-25
2247.0,9.347902672748959e-38,7.310277632714377e-25,2.401341857890118e-25
2248.0,3.247025143692014e-46,7.513307959521833e-25,4.123349378901211e-24
2249.0,1.601421077118936e-97,1.1444742468585026e-24,4.4774301002492e-25
2250.0,1.0488492382121758e-57,5.088700876307089e-25,3.730997453981999e-27
2251.0,6.338234820192513e-38,1.1071046659594597e-24,4.332968947664811e-26
2252.0,1.1221070810971308e-46,1.1882800105326088e-24,8.833967109306203e-25
2253.0,5.155241089861516e-58,1.3546077569933132e-26,1.989147671726589e-26
2254.0,2.9418896070844716e-97,1.4584159257400889e-25,6.289384712373345e-25
2255.0,2.0215910924408837e-47,4.422426450355995e-26,1.5681351294637277e-25
2256.0,5.318811363760975e-98,7.604550692914915e-26,2.8859964038260546e-25
2257.0,7.771108239001417e-48,6.6891969421100315e-25,1.0601244042156674e-25
2258.0,3.288193768760018e-39,1.6628653754786442e-25,1.1496266248323323e-27
2259.0,3.582635626413041e-98,1.0895082231176403e-25,1.65440576648604e-25
2260.0,7.498753257818237e-97,2.0200786377957975e-26,7.908222004227181e-25
2261.0,7.845261323918924e-40,3.4385740828456598e-25,7.097474098036554e-24
2262.0,6.446453235088425e-97,7.457396819818529e-25,1.928436433060762e-24
2263.0,8.6731922611718e-49,6.4857920316616755e-25,2.4268357512496782e-26
2264.0,4.890220565368836e-49,5.873302746273008e-25,5.481948156985328e-27
2265.0,7.366997487424573e-40,4.9793256733271515e-25,5.474408083596924e-24
2266.0,2.0514672318532677e-49,4.381462991040053e-25,1.9109819030389367e-23
2267.0,1.8447675277055345e-49,3.608196819466542e-25,9.43219863307803e-25
2268.0,2.482695506769477e-97,5.1641182887962205e-25,1.2545960054529081e-23
2269.0,4.0541985882164433e-50,2.7635234562933283e-25,4.7108264296235666e-27
2270.0,1.1434592630312414e-96,7.190740065043509e-25,2.1213402798225736e-26
2271.0,1.0254374262770492e-96,1.6444828061115772e-25,2.3050182546466428e-26
2272.0,5.680740367623858e-41,3.709081906821816e-25,2.2338495393021025e-26
2273.0,8.361645995649306e-51,1.0266565650592596e-26,2.0776824102823252e-24
2274.0,1.741783266754478e-52,1.8100248216605732e-26,1.3476789426843598e-25
2275.0,2.8512735676514776e-44,3.2314407687770655e-25,2.639479124783693e-24
2276.0,1.0754325709124842e-96,9.703461496532788e-26,5.543991157337669e-25
2277.0,1.417369444353302e-52,7.04790228944529e-26,1.1624533820932544e-25
2278.0,5.05406702146498e-42,6.660987209589039e-26,7.753751511747428e-26
2279.0,1.7900199724081008e-42,9.395815655604115e-26,2.9393228504615895e-26
2280.0,1.0073136390797436e-52,4.307377890480136e-25,1.5135759730579594e-23
2281.0,1.2967907846827835e-42,3.9811222239128e-25,1.38478137831152e-26
2282.0,3.9067594544518136e-53,3.4658766640885e-25,5.816019462271617e-26
2283.0,3.094312035994393e-53,3.1528672656728325e-25,1.7344034152003755e-25
2284.0,4.084799732975916e-96,2.7159384418255663e-25,4.2989619462178975e-25
2285.0,4.929233504867875e-43,2.363714143388754e-25,9.820133858392816e-26
2286.0,2.2850269861191663e-54,2.0524587490970865e-25,6.740608934743917e-26
2287.0,1.5732699096024836e-54,1.668443742677427e-25,8.783792959871653e-25
2288.0,6.029582887028941e-44,1.4052104984765556e-25,2.6845849837552174e-24
2289.0,1.1734050798589228e-55,1.1398880913869745e-25,1.8781759747325568e-26
2290.0,1.6077668618848375e-55,6.191493713159685e-26,3.331857267851941e-24
2291.0,4.16927675515558e-44,2.770150131227098e-25,2.938561371534788e-23
2292.0,9.241280473886071e-57,1.3815449797799292e-25,2.4910156129515562e-24
2293.0,1.9351903805716176e-96,4.1509824794618267e-26,1.2420848686938204e-24
2294.0,1.12397632880042e-44,1.2950542058438597e-26,6.19549233280356e-25
2295.0,2.1000804382426393e-45,1.1398303948101046e-25,1.6249680853906774e-27
2296.0,3.097216759518741e-97,6.949372607944256e-26,7.888246164260733e-25
2297.0,2.970120110021765e-45,2.3553595882918442e-26,1.1193895425485951e-24
2298.0,8.596808735890405e-96,2.388028815830855e-25,3.874429938734835e-25
2299.0,2.4727841057214456e-95,1.2336437710277421e-25,6.889108800942502e-24
2300.0,7.684134440455466e-46,1.8033505521918274e-25,2.2760775355010907e-25
2301.0,1.642465796093656e-95,2.742485855160775e-25,5.5270496221486266e-24
2302.0,5.350795204745103e-96,1.4373865075157054e-25,1.4890268700213498e-24
2303.0,1.9457526464573914e-46,3.4060936968053566e-25,2.6841781695085166e-25
2304.0,6.713191775073374e-96,2.1337553279301914e-25,1.745798666271566e-23
2305.0,3.3168108147520456e-47,1.5908843610413176e-25,6.163755941878002e-26
2306.0,2.304131968799699e-47,1.214385383411201e-25,1.5045268432367749e-24
2307.0,3.1191383651524047e-48,6.327153754347842e-25,1.8207100963036396e-23
2308.0,1.0521231375248902e-47,2.376197557784382e-25,2.96866314255122e-26
2309.0,1.0958295639028768e-47,1.1828113327078725e-24,2.812530801118564e-26
2310.0,1.7595383031978037e-48,6.622050697565176e-25,1.2684274684641798e-24
2311.0,5.798470797571696e-95,1.2050515030984098e-25,5.573598347489966e-24
2312.0,3.289444819400491e-95,4.535891891873203e-25,6.4581540480250695e-24
2313.0,1.881557581321243e-95,7.18270745200598e-25,2.8306576060929704e-25
2314.0,6.103411898366464e-49,2.9130584797443574e-25,9.571824607266444e-26
2315.0,4.744752850845267e-96,4.841672662277426e-25,6.690426625501745e-24
2316.0,1.0278531848971025e-49,1.7574335604473954e-24,3.486780953876278e-25
2317.0,1.2030420859131074e-49,4.402459207455705e-25,3.7354540097757166e-25
2318.0,6.418130282804222e-95,1.1711611138642472e-24,5.34209145079808e-24
2319.0,5.74950398477165e-51,3.463324582747737e-24,1.7430932719981804e-23
2320.0,9.49557174880677e-51,3.5340903761005576e-25,2.4212074457588854e-24
2321.0,2.7432776622746473e-51,5.505975012444821e-24,2.48777564787379e-26
2322.0,3.4578473993364176e-51,5.0023292035374945e-25,1.944537734430051e-24
2323.0,3.1460356449942558e-52,3.2115292234221445e-24,3.5245889679653686e-26
2324.0,1.0894709661966069e-51,6.485285714278568e-25,5.07159448326499e-26
2325.0,9.296999516207175e-96,8.915503390229725e-24,1.6071458699507042e-27
2326.0,1.7597207789280923e-52,1.8989303647022132e-25,6.517266075226365e-26
2327.0,3.076521952003915e-94,4.954582390230771e-24,5.517887613495768e-25
2328.0,1.3267958192641628e-53,1.4856931498887097e-24,6.903853303867058e-24
2329.0,9.169329203799391e-96,4.490211704556203e-24,1.8705781268587225e-23
2330.0,2.4038761511289396e-96,3.434659188485579e-25,1.9862382440254576e-26
2331.0,6.091387087663201e-98,5.7280603641610285e-25,4.7001953365393645e-26
2332.0,3.4354407765079404e-98,4.093230741542669e-24,3.436923005853314e-25
2333.0,2.0458693058937047e-94,9.599763779706783e-26,1.7157799368033172e-24
2334.0,1.6001012151331523e-95,5.919935623365456e-26,2.857419401263874e-25
2335.0,1.2744193857647365e-98,6.397739221141339e-26,1.955266383963774e-26
2336.0,5.387670482825516e-96,6.907361245371443e-26,2.9184682629580604e-24
2337.0,1.587719231893111e-94,3.1795844153180985e-25,2.088344534025874e-26
2338.0,1.773259611069859e-94,4.0701e-25,1.8375261787446325e-24
2339.0,6.504230528994359e-94,8.618505339769145e-24,1.8821266502589866e-23
2340.0,1.0593757560062732e-93,1.189975792783835e-24,3.5225479409603475e-26
2341.0,3.1341799435523307e-94,2.5676403499560994e-24,6.155370640446444e-24
2342.0,6.175243167831043e-94,2.2561318330368504e-24,5.372343014811081e-24
2343.0,6.544950786960643e-94,3.9357916950341734e-25,6.824801233587384e-24
2344.0,8.007140504870558e-95,5.875820878707284e-25,5.764578988809968e-27
2345.0,5.555358429165528e-94,1.0471206053462282e-24,7.85122104432889e-26
2346.0,4.2109744754537e-95,1.1105464144670154e-23,5.311917642189519e-26
2347.0,8.344641082414107e-94,1.6673724523804659e-25,1.947990037361569e-23
2348.0,5.027075824742459e-94,1.0247729941043336e-24,7.591242421119009e-26
2349.0,2.123051263871508e-93,4.671632777492344e-25,7.309693476191467e-26
2350.0,2.0842092881019505e-93,3.644282440302176e-24,8.168649017839465e-27
2351.0,4.5504118270136863e-94,3.2996234426968035e-24,8.273479876377573e-25
2352.0,6.205827725742223e-94,4.753208086696448e-24,1.3721413134978857e-24
2353.0,3.185872684756716e-94,2.09300469525034e-25,5.607005222022117e-25
2354.0,3.666443468690857e-93,1.7000913900884233e-25,6.400539109659094e-25
2355.0,4.8740250443128403e-95,6.756452224269878e-25,5.003014306033132e-24
2356.0,3.671462939405538e-93,8.837987894527414e-25,5.156440907234334e-27
2357.0,4.073010999304218e-94,7.547794440787976e-24,7.667380507053737e-24
2358.0,3.721892124772273e-93,1.2043922692447535e-25,4.081083488655218e-27
2359.0,5.353977294917021e-93,3.9147905577988683e-25,2.5025802885736842e-26
2360.0,7.3794013077219786e-93,1.7954827586200915e-24,2.320716569376386e-26
2361.0,2.1601997179946485e-93,6.538219154971116e-25,1.9954820330993326e-26
2362.0,3.029135521682662e-93,6.206157374076027e-24,6.67218913313561e-24
2363.0,9.176360608198214e-93,1.0441596887730346e-25,1.4033444133973746e-26
2364.0,4.838312469308228e-93,1.7751551246502158e-23,5.939738276048129e-27
2365.0,3.409556705810945e-94,5.132413189774232e-25,4.961471586241038e-27
2366.0,1.1647308169513962e-92,3.843736883620302e-24,4.689457156901357e-27
2367.0,1.0626063634864284e-92,3.678111111112346e-25,1.7179581652989395e-24
2368.0,9.359613571287095e-93,2.0796688256106213e-24,1.9419214509384126e-26
2369.0,1.6089374813291047e-92,9.338371983530944e-24,1.8741120315181095e-26
2370.0,6.558628040637486e-93,2.111208814270798e-25,1.4270349761451458e-26
2371.0,2.605255221689614e-93,1.576976897689815e-25,1.7322567311654104e-24
2372.0,1.3808659138454709e-92,1.1167864084696302e-23,1.4732344076310129e-24
2373.0,2.4969298550724462e-92,7.970996225099761e-25,4.276507642146529e-25
2374.0,1.7593737084199446e-92,2.667531554316615e-24,5.650761965228198e-27
2375.0,6.291400572553637e-94,3.951152617307945e-24,3.7705230280798315e-27
2376.0,2.1221433359616245e-92,7.988347830150659e-24,5.537166186859007e-27
2377.0,3.924824611231349e-92,7.843152889840622e-24,3.739423808151024e-27
2378.0,1.804961645296015e-92,4.2720190010544405e-25,8.317911200357276e-27
2379.0,2.3899101074340663e-92,6.240485003784393e-24,2.9475167203667416e-24
2380.0,3.525052912140289e-92,4.503472584855327e-25,1.345709971289488e-27
2381.0,3.9579141285540134e-92,1.771266304470434e-24,2.6156061681946018e-27
2382.0,3.278366131068962e-92,2.4403400848750327e-25,3.389549279720427e-27
2383.0,9.683357527769072e-93,1.6277091839487144e-24,1.752761576811339e-27
2384.0,7.204226456659407e-93,2.199921937889956e-24,2.1277172764020267e-27
2385.0,2.04080895790322e-93,1.1043099524156616e-24,5.070716657979759e-27
2386.0,3.9663732998177154e-92,1.2231900311524408e-24,1.8948759459104127e-27
2387.0,2.7187269383901845e-94,1.0063587826672803e-24,9.354381381850345e-27
2388.0,7.264413948787247e-92,2.007551032307434e-25,5.846694169014783e-27
2389.0,1.0796122875717634e-91,4.959743378020961e-25,3.862255279648226e-27
2390.0,1.627280981929368e-92,2.05261758916138e-25,1.849373908625312e-26
2391.0,7.18490366945563e-92,1.260259640142028e-25,2.6312317262439692e-27
2392.0,1.6477687462704152e-96,2.095598878907251e-25,2.55368086932915e-27
2393.0,3.790716647271469e-93,1.0993679091591782e-25,1.3406094904586798e-27
2394.0,3.6978110274882845e-92,9.251654722246366e-26,1.5562667901958985e-27
2395.0,3.6060477637999537e-93,5.440243266151285e-26,1.9112231613355207e-27
2396.0,1.7934984689903893e-91,5.058215158298254e-26,3.1148915736212412e-27
2397.0,9.598731069963732e-92,5.058437668788114e-26,3.951773168450872e-27
2398.0,3.521474039486697e-92,5.058660179277973e-26,3.420490276747767e-27
2399.0,2.127528882448772e-92,5.058882689767833e-26,3.4282195024573605e-27
2400.0,1.1093224797374658e-95,5.0591052002576926e-26,6.730591083331967e-27
2401.0,9.185177373724759e-97,5.0593277107475526e-26,5.902901191817376e-27
2402.0,6.2275159762457725e-93,5.059550221237412e-26,5.202361852036753e-27
2403.0,7.256465887069927e-93,5.059772731727272e-26,1.790447584127184e-26
2404.0,4.978893619449815e-91,5.0599952422171314e-26,3.389648084342269e-27
2405.0,2.404783498001236e-96,5.0602177527069914e-26,8.66373289719039e-27
2406.0,3.477643463259396e-94,5.060440263196851e-26,6.231671152297191e-27
2407.0,1.4835992973058968e-91,5.060662773686711e-26,7.40776272899247e-27
2408.0,2.597505225873262e-91,5.06088528417657e-26,2.9842031136843534e-27
2409.0,1.8937588398998443e-92,5.06110779466643e-26,4.239261159725379e-27
2410.0,7.458409226702148e-91,5.0613303051562897e-26,7.915777620944983e-27
2411.0,1.0457887900240974e-90,5.0615528156461497e-26,3.961920491308901e-27
2412.0,5.461400841317324e-91,5.061775326136009e-26,1.420457607363293e-27
2413.0,2.724632557744526e-92,5.061997836625869e-26,1.460634981958495e-27
2414.0,8.585001358627232e-92,5.0622203471157285e-26,1.1826582253240115e-26
2415.0,8.534913076750164e-91,5.0624428576055885e-26,1.2016702591457287e-27
2416.0,9.4393133882634e-91,5.062665368095448e-26,2.1461732212758444e-27
2417.0,1.9585985701958463e-90,5.0628878785853074e-26,4.648021046324518e-27
2418.0,8.410753905559669e-91,5.0631103890751674e-26,6.950668662483455e-27
2419.0,3.076159721004816e-92,5.063332899565027e-26,1.24658822809695e-27
2420.0,2.1372191719870793e-90,5.063555410054887e-26,3.129438287167387e-27
2421.0,7.907848484186529e-91,5.063777920544746e-26,3.845493894807148e-27
2422.0,1.625821343091163e-91,5.064000431034606e-26,1.8077527892457558e-26
2423.0,2.6734671007123205e-91,5.0642229415244656e-26,1.49906929196948e-27
2424.0,3.0791289959982932e-90,5.0644454520143256e-26,1.5428217954462535e-26
2425.0,5.36291882887132e-90,5.064667962504185e-26,2.1811510969079558e-26
2426.0,1.6444576622165247e-90,5.064890472994045e-26,2.0415157723736297e-27
2427.0,6.282247617764053e-91,5.0651129834839044e-26,1.9828933488379188e-26
2428.0,2.4237646041311225e-90,5.0653354939737644e-26,2.2697780768814142e-26
2429.0,1.8421730936524664e-90,5.065558004463624e-26,2.359889728458851e-26
2430.0,4.111415672518644e-90,5.065780514953484e-26,6.169252892589788e-26
2431.0,5.884314541983176e-91,5.066003025443343e-26,5.2520213357370626e-27
2432.0,7.92268245945929e-90,5.066225535933203e-26,6.45379985283359e-26
2433.0,9.780771045418901e-91,5.0664480464230627e-26,3.5891131516087156e-26
2434.0,1.105887370737035e-90,5.0666705569129227e-26,9.305567357229703e-26
2435.0,1.2762162644870984e-89,5.066893067402782e-26,5.707576719862713e-26
2436.0,5.998495220505267e-90,5.067115577892642e-26,1.591420153625285e-25
2437.0,5.665108928911406e-90,5.0673380883825015e-26,1.3360023929673345e-25
2438.0,1.0812097416040134e-89,5.0675605988723615e-26,3.24046831887615e-25
2439.0,1.450866388448059e-89,5.067783109362221e-26,2.3787290845873884e-25
2440.0,1.8569463719676257e-90,5.068005619852081e-26,1.0412744000312485e-24
2441.0,5.455441990872921e-90,5.0682281303419404e-26,6.330746695907233e-26
2442.0,1.257073347107429e-89,5.0684506408318e-26,5.341094460672117e-26
2443.0,1.338409910298203e-91,5.06867315132166e-26,2.0730554062593613e-25
2444.0,9.316485260927765e-91,5.068895661811519e-26,3.01230989144201e-24
2445.0,6.417964755701508e-91,5.069118172301379e-26,2.503040792413094e-25
2446.0,3.88188315440857e-89,5.0693406827912386e-26,2.313289795143236e-26
2447.0,1.3342535314036342e-90,5.0695631932810986e-26,2.0024048302325083e-25
2448.0,1.6748193638320216e-89,5.069785703770958e-26,1.8541921848112106e-25
2449.0,9.519620171127009e-91,5.070008214260818e-26,1.9214701908687624e-27
2450.0,6.1390986274280865e-89,5.0702307247506775e-26,2.4304501400831424e-26
2451.0,6.4605746360817825e-90,5.0704532352405375e-26,4.132256455968757e-26
2452.0,5.166239942512208e-90,5.070675745730397e-26,3.31748154232398e-24
2453.0,7.330409569874081e-91,5.070898256220257e-26,2.535388367686318e-24
2454.0,4.4791031919525295e-90,5.0711207667101163e-26,2.2569829490287673e-27
2455.0,3.142260824201236e-89,5.0713432771999763e-26,2.375842180913769e-26
2456.0,5.444847069609135e-93,5.071565787689836e-26,2.2037211448651836e-24
2457.0,1.3524507107952828e-89,5.071788298179696e-26,3.1608004370694562e-24
2458.0,6.231008130483939e-93,5.070603515360292e-26,2.8274402439264864e-23
2459.0,1.1830567976437167e-88,5.041855066749792e-26,5.467099236565414e-27
2460.0,1.3032241464765933e-90,5.218291502566259e-26,4.3122100521381414e-23
2461.0,3.195067672089419e-89,5.510763116553037e-26,3.2741163465035283e-24
2462.0,4.787185826026469e-90,5.941497896111361e-26,1.6675525395737482e-26
2463.0,1.5979466440412078e-89,6.566081000534351e-26,5.121652690503371e-26
2464.0,2.757752614871904e-88,6.477056489902624e-26,3.137942549363593e-25
2465.0,9.26418779182506e-93,5.424779344422429e-26,2.972149059200971e-25
2466.0,1.289108141408393e-88,5.432170179746071e-26,1.988537989708125e-25
2467.0,2.689063953952869e-88,6.667931444419033e-26,1.2335434444034444e-26
2468.0,4.706714007547607e-91,7.740373951398821e-26,1.6873247724001795e-25
2469.0,3.3925649008218504e-93,8.380937352760901e-26,1.6536862828096846e-22
2470.0,2.3917161160489855e-89,8.78287467423371e-26,1.6640855446382872e-24
2471.0,6.775505483854517e-89,9.138493031187937e-26,2.7131303170243525e-23
2472.0,2.403000997464385e-89,9.356892469318958e-26,8.371322013859207e-25
2473.0,3.801601729757659e-89,9.289349821034694e-26,6.070550843728337e-25
2474.0,4.12566996765452e-93,6.170646210433143e-26,3.4216268100888815e-24
2475.0,3.8874870779756205e-89,7.7237063912162e-26,1.1936008736647624e-23
2476.0,5.743119803793929e-94,8.613818871030271e-26,4.1156575932945424e-24
2477.0,5.822678906568747e-94,1.1206096007188125e-25,5.035912525882811e-23
2478.0,4.288324878239132e-89,1.2050742537326316e-25,3.932495745679362e-23
2479.0,1.1004833396343648e-90,1.0255460384374711e-25,2.763181990865987e-23
2480.0,1.1156266545412867e-87,1.3512990983962992e-25,3.1637761118220604e-23
2481.0,1.7081098269659437e-88,1.168317615080741e-25,4.619072440991966e-27
2482.0,8.518893247536189e-89,1.0609877349169983e-25,4.7228037056963405e-23
2483.0,1.279071342131959e-87,9.908856315691783e-26,2.2046317776680277e-24
2484.0,5.246856940663233e-88,5.985526921957288e-26,1.0154770113137429e-22
2485.0,5.543350625228968e-89,1.4622030574943123e-25,1.7064617074798364e-25
2486.0,2.736035168199841e-87,1.6058952198485538e-25,4.37212386045029e-23
2487.0,3.1468542051437387e-87,1.66128261565429e-25,2.0360056231162963e-24
2488.0,1.2126395131859082e-87,1.1628486544675022e-25,1.2679943337952828e-23
2489.0,4.7958651509373484e-88,9.728492552976725e-26,1.9321882234510123e-23
2490.0,7.622900500201362e-88,1.3406182504190718e-25,3.9569519174563024e-24
2491.0,5.635895239291042e-89,1.4461458298184382e-25,5.605035856678582e-24
2492.0,1.4315573651695804e-87,1.9379380937724068e-25,1.861262244817591e-24
2493.0,5.5390104547646665e-87,2.1285724755315835e-25,9.23786752186609e-26
2494.0,1.1768661410435405e-87,2.2991125107916336e-25,5.32388690095948e-23
2495.0,7.38365561504916e-87,1.8188678575734423e-25,1.5832327231844664e-22
2496.0,2.546899470424747e-88,1.5614959676661515e-25,3.841496860021065e-22
2497.0,3.6565077851780864e-87,7.512468134445687e-26,3.2953095431524425e-26
2498.0,4.820052448568087e-88,2.425837206021519e-25,1.8849293297152963e-22
2499.0,1.02567821567784e-87,2.4410380584897643e-25,8.76007276498367e-25
2500.0,9.981223887036642e-87,2.4642609262188132e-25,1.841505626040634e-26
2501.0,5.505624762739958e-91,1.4287300927484893e-25,1.9630749706045091e-25
2502.0,1.8240770533530558e-86,1.4389672286809474e-25,2.147454096828168e-27
2503.0,3.22287109317938e-87,2.6947378495569266e-25,8.754087849588625e-25
2504.0,9.303564640746914e-87,2.9193050573722423e-25,3.701728050809601e-23
2505.0,1.0935568114918407e-87,2.763604744305459e-25,5.249973609907362e-25
2506.0,9.743328767719561e-87,2.2195446779369076e-25,3.84689498387529e-25
2507.0,5.833752909497885e-87,2.176419957998664e-25,1.681176560054757e-25
2508.0,1.5974770759217546e-86,1.7647645534434518e-25,1.3481484537929416e-23
2509.0,4.159732194900068e-87,2.163183113348431e-25,1.8804647616033517e-25
2510.0,1.8974000718170685e-86,2.561280213133263e-25,4.78173997374411e-24
2511.0,4.461895245532481e-87,5.719011518516602e-26,5.589870128935261e-26
2512.0,4.738154670148192e-89,7.02624063312367e-26,3.1099051191507203e-22
2513.0,1.8959210100261004e-86,7.923098944135504e-26,1.89736233909756e-24
2514.0,8.01899372671096e-87,6.681135014390637e-26,7.083863886330168e-25
2515.0,9.42640524988486e-87,3.4831490005479184e-25,1.2702955491628546e-24
2516.0,2.7671643244180907e-86,3.558581327374226e-25,5.9054848041858835e-24
2517.0,4.797058480481229e-88,3.641034779300389e-25,4.901925283116304e-24
2518.0,2.0596945182161774e-86,2.8229586288928733e-25,3.379333672938397e-25
2519.0,7.28728986398149e-91,1.9858788986390168e-25,8.933199817565111e-23
2520.0,3.369809109832344e-87,4.047116899937894e-25,6.882372069497657e-25
2521.0,6.817054770443755e-87,3.169545261250391e-25,1.0155129640294398e-24
2522.0,5.840212971658915e-86,3.293468513077222e-25,9.912127572207383e-25
2523.0,1.6627632163548788e-85,1.7303643455551206e-25,3.994212974141405e-23
2524.0,2.1616005050302605e-85,1.9690090216977962e-25,4.0822367180080104e-23
2525.0,2.0545006878761806e-85,1.8715443726890694e-25,3.455582447159648e-25
