wavenumber,NO,NO2,SO2
952.0,3.1289730396816803e-69,2.332417944316272e-24,3.217876748591783e-27
953.0,8.447151435923347e-70,1.137451239008776e-24,5.4224768491992785e-27
954.0,8.461123911264722e-70,3.5612830255407844e-25,9.319416069443233e-27
955.0,2.040650331355488e-68,4.63759967696796e-24,9.085197780980507e-27
956.0,6.291538369698375e-68,3.406536570157621e-24,3.106882279256473e-27
957.0,6.301915780565496e-68,1.54219800798355e-24,4.817338064929249e-27
958.0,5.102858461184285e-67,4.19e-25,2.556521861773765e-27
959.0,3.542898953098767e-66,1.5445255980570571e-24,1.2768008401431357e-27
960.0,3.5486933421021754e-66,2.6328552274933547e-24,2.474847283478439e-27
961.0,3.117495971294113e-66,2.4539918221453468e-24,1.0950715837810249e-27
962.0,4.200985272553432e-69,2.6500263094573808e-24,9.799829376836057e-28
963.0,4.2084550086304194e-69,3.5725866448148985e-24,2.0494016445379333e-28
964.0,1.4339081125385522e-67,3.38356511998191e-24,7.415633905052789e-28
965.0,3.268699233200852e-67,3.2029149840421907e-24,4.092402826858812e-28
966.0,3.2740290389134446e-67,1.33782730124323e-24,4.136480464774103e-28
967.0,4.380177695371625e-66,3.1494716141714535e-24,4.318367723263197e-28
968.0,1.324375793545453e-65,2.9423718757927925e-24,1.6376193866238277e-28
969.0,8.493712881930677e-66,2.740749891679959e-24,2.028490580813969e-28
970.0,1.4868868026911569e-65,4.003629160063546e-25,5.209133320141449e-28
971.0,2.0640857391223154e-68,2.2533234180986407e-24,8.548606441493675e-28
972.0,2.0676314130160504e-68,2.3173250873281767e-24,5.425867038160246e-28
973.0,9.085331702005527e-67,1.7335800377653465e-24,1.4923915290557264e-28
974.0,1.4519289607032734e-66,1.9217054802158092e-24,2.1906989718583854e-28
975.0,4.491262798468693e-67,1.7370056498779625e-24,3.3510385263921444e-28
976.0,3.381375822222011e-65,1.562680357094991e-24,1.5520749491031108e-27
977.0,1.9292401158415924e-66,1.5455610801412467e-24,3.948144916535334e-28
978.0,5.75604609998543e-65,1.319599387088899e-24,6.08764468745746e-28
979.0,5.641834526980843e-65,1.1686247244338055e-24,3.266920811646399e-27
980.0,5.581396583022956e-69,1.0216370451754706e-24,4.06046601659099e-27
981.0,6.772184285488479e-68,2.0034874016536006e-24,2.266157904931021e-28
982.0,4.330661654717332e-66,8.615102148312307e-25,4.431388926141137e-27
983.0,6.568469334137318e-66,7.723398354739613e-25,8.610628571447866e-28
984.0,7.665811038645069e-67,1.0400963759525324e-24,7.742053794093869e-28
985.0,4.444643654745368e-66,1.30337635771228e-24,1.5041303901949427e-28
986.0,5.465430074801343e-64,1.4828384717510077e-24,6.85670957134847e-27
987.0,5.474836419485347e-64,8.645756577737616e-25,1.2946481643344083e-28
988.0,4.6968313108176275e-67,4.3156221727758185e-25,5.461921423724758e-27
989.0,2.157388340334221e-67,1.087174058215237e-24,2.5237140468216724e-28
990.0,1.0572935386135746e-99,9.904295520949817e-25,8.400456031249675e-28
991.0,1.0289003442891448e-99,9.79863519366408e-25,1.3970804286414071e-28
992.0,1.86214133779045e-65,9.38824118415323e-25,7.585731684084945e-27
993.0,1.8010104885409079e-65,7.849265200591412e-25,6.3904494161766904e-27
994.0,2.814949007690607e-69,7.021780039172315e-25,4.576576630687722e-28
995.0,1.8990907494386157e-63,6.2445087361656405e-25,7.03951719308499e-27
996.0,4.511819690983305e-99,5.524597308516224e-25,7.100513820276814e-28
997.0,6.114086591929658e-70,5.292152166201434e-25,3.0880082840441705e-27
998.0,1.3511479042606835e-66,4.508320973185423e-25,1.1609687523536024e-26
999.0,1.8316182716828206e-66,3.9204601137935105e-25,4.89720972113991e-27
1000.0,1.4943563726400752e-64,3.393468483097023e-25,5.8620664217160614e-27
1001.0,1.703e-98,3.242135554401504e-25,3.214650349661002e-27
1002.0,1.0376981304046729e-64,3.2274649972009585e-25,4.005262852970055e-26
1003.0,2.8091003530167497e-68,3.2127944400004135e-25,2.2276089582336077e-26
1004.0,8.52343227611935e-73,3.1981238827998685e-25,3.963768567348896e-28
1005.0,5.782430079388371e-67,3.183453325599323e-25,1.1501683913456816e-27
1006.0,9.445360594794281e-98,3.168782768398778e-25,1.3904855537725175e-28
1007.0,9.755487567823646e-66,3.154112211198233e-25,2.3485471264406262e-27
1008.0,1.6894100098873953e-66,3.139441653997688e-25,7.717492472310799e-28
1009.0,8.670456170792825e-71,3.1247710967971426e-25,1.6225554365296314e-27
1010.0,4.8026177896514614e-98,3.1101005395965976e-25,8.668202916437693e-27
1011.0,8.777256914846633e-68,3.0954299823960526e-25,8.167787495836693e-28
1012.0,8.088138723749392e-68,3.080759425195507e-25,7.6946308891215955e-28
1013.0,7.989423203812893e-73,3.066088867994962e-25,3.076719169832693e-28
1014.0,1.0280533647181597e-68,3.051418310794417e-25,3.483959412704841e-26
1015.0,3.36741770248561e-97,3.0367477535938717e-25,5.967050308128247e-28
1016.0,2.6086378086446574e-65,3.0220771963933267e-25,1.5118570253610108e-27
1017.0,6.592557872332692e-98,3.0074066391927817e-25,1.9874201815550577e-26
1018.0,2.5864965623925383e-63,2.9927360819922367e-25,1.903907528357232e-27
1019.0,8.499737777739123e-99,2.9780655247916912e-25,4.41363661174723e-28
1020.0,1.4106655192218393e-66,2.9633949675911462e-25,1.0870566931410158e-28
1021.0,6.804832043448744e-96,2.9487244103906012e-25,6.202411585356862e-28
1022.0,9.450213250716654e-97,2.934053853190056e-25,5.317202742580164e-28
1023.0,6.682600655743839e-66,2.919383295989511e-25,8.063196039420876e-26
1024.0,1.3173169902792003e-68,2.904712738788966e-25,7.122542394443708e-26
1025.0,1.3822804371873598e-95,2.8900421815884203e-25,4.740793939944405e-27
1026.0,1.8379510907127927e-69,2.8753716243878753e-25,2.1579979209968433e-28
1027.0,1.8707014375960184e-69,2.8607010671873303e-25,3.9105734074461485e-26
1028.0,3.433432965676561e-99,2.846030509986785e-25,5.653097106962302e-28
1029.0,5.030796002324862e-98,2.83135995278624e-25,8.71817708320008e-28
1030.0,2.4862298164044334e-95,2.816689395585695e-25,2.221236872389133e-26
1031.0,1.0190428279554373e-67,2.80201883838515e-25,8.313026145157447e-28
1032.0,4.014928347427387e-73,2.7873482811846044e-25,9.050244998937127e-28
1033.0,4.7483112868435515e-64,2.7726777239840594e-25,3.2077106349174194e-25
1034.0,1.707625803581803e-96,2.7580071667835144e-25,5.642162134578371e-27
1035.0,5.01060219159767e-97,2.743336609582969e-25,1.3918235155047093e-25
1036.0,3.9008010031289484e-94,2.728666052382424e-25,1.3029049489633165e-25
1037.0,1.656021524085249e-70,2.713995495181879e-25,1.393956112855598e-26
1038.0,7.94681131539091e-71,2.699324937981334e-25,1.882085962690269e-27
1039.0,3.9242319528327964e-72,2.6846543807807885e-25,6.421465915471506e-25
1040.0,2.5119531296356776e-73,2.6699838235802435e-25,2.3190522362977615e-27
1041.0,1.0203720558998592e-94,2.6553132663796985e-25,9.125371039153178e-28
1042.0,1.7172601373510468e-94,2.640642709179153e-25,1.4846864349013406e-24
1043.0,1.1965315985271228e-68,2.625972151978608e-25,6.910858619892724e-28
1044.0,1.5658469847454431e-93,2.611301594778063e-25,3.0118720853037725e-27
1045.0,4.254619057597828e-99,2.5966310375775176e-25,2.4222761385170308e-26
1046.0,1.786872896875131e-61,2.5819604803769726e-25,4.508218357225492e-27
1047.0,7.248648056356873e-94,2.5672899231764276e-25,3.449291979210428e-26
1048.0,6.204314964723255e-67,2.552619365975882e-25,4.3655104461817935e-26
1049.0,4.582736422794966e-93,2.537948808775337e-25,7.812916512131381e-27
1050.0,5.826608743197077e-94,2.523278251574792e-25,8.675785281644305e-28
1051.0,4.057377023699186e-68,2.5086076943742467e-25,1.1283170424066658e-25
1052.0,1.1200261169148673e-96,2.4939371371737017e-25,6.2512847349333615e-28
1053.0,5.5407652306601416e-64,2.4792665799731567e-25,1.1379140798859136e-27
1054.0,1.985207979676641e-92,2.4645960227726113e-25,6.001312499953349e-27
1055.0,1.5666439595994948e-92,2.4499254655720663e-25,2.0138487697503676e-23
1056.0,7.461588436461563e-72,2.4352549083715213e-25,1.918388804034781e-25
1057.0,1.2625091429418905e-96,2.4205843511709763e-25,2.860859958768946e-24
1058.0,1.998e-91,2.405913793970431e-25,1.201931736899438e-25
1059.0,4.458882254564033e-62,2.391243236769886e-25,2.139790766435182e-28
1060.0,1.4092631422297047e-67,2.376572679569341e-25,4.2363541302487626e-26
1061.0,2.120423076584355e-91,2.361902122368796e-25,1.3259398425149382e-26
1062.0,6.892119264201804e-60,2.3472315651682504e-25,1.2938570707779518e-24
1063.0,1.1726727990018017e-92,2.3325610079677054e-25,8.387081751852828e-28
1064.0,6.385542521538411e-73,2.3178904507671604e-25,9.912249035535453e-27
1065.0,3.022987499117482e-74,2.303219893566615e-25,1.1847209775966029e-27
1066.0,6.972214009213498e-58,2.28854933636607e-25,7.4183438913771385e-28
1067.0,1.0589059595527566e-90,2.273878779165525e-25,5.106667777304313e-26
1068.0,1.5359999999999999e-90,2.2592082219649795e-25,2.5288073702054885e-28
1069.0,8.414387769277962e-92,2.2445376647644345e-25,1.473645031872315e-27
1070.0,3.2371401100135703e-96,2.2298671075638895e-25,2.408899610229124e-26
1071.0,3.814981579733028e-63,2.215196550363344e-25,8.021754545621531e-25
1072.0,1.766407981929599e-70,2.200525993162799e-25,8.693676987512744e-28
1073.0,9.835207369285574e-65,2.185855435962254e-25,2.1020068141978082e-26
1074.0,3.30154160663077e-65,2.1711848787617085e-25,7.364016214478764e-25
1075.0,6.635707253081971e-61,2.1565143215611635e-25,7.5079899586125645e-28
1076.0,2.8992616770406366e-91,2.1418437643606185e-25,1.6675758690074623e-27
1077.0,1.2522889277161487e-96,2.127173207160073e-25,1.0921870284569907e-27
1078.0,9.118942313680183e-91,2.1125026499595286e-25,4.6687930655747605e-26
1079.0,1.3144387362481909e-89,2.097832092758983e-25,9.28303767483094e-27
1080.0,2.5458357004659713e-71,2.0831615355584376e-25,1.4157881872326544e-27
1081.0,6.136309238492513e-94,2.068490978357893e-25,3.578514206035282e-26
1082.0,1.938850062580496e-91,2.0538204211573476e-25,3.3431169602915115e-25
1083.0,6.064765046678985e-99,2.0391498639568024e-25,1.1137593621860763e-26
1084.0,2.9996444186666233e-94,2.0244793067562574e-25,3.24242638308675e-22
1085.0,2.929040716884764e-90,2.0098087495557122e-25,3.8252584635582987e-25
1086.0,5.348503953083583e-90,1.9951381923551672e-25,8.230502667535699e-25
1087.0,2.8845304980340537e-75,1.980467635154622e-25,1.136222982180998e-27
1088.0,1.4911570255394087e-61,1.9657970779540767e-25,1.150136276451235e-27
1089.0,1.4407036380155086e-90,1.9511265207535317e-25,6.149381070889429e-24
1090.0,8.047285964394807e-64,1.9364559635529865e-25,6.474939697072081e-25
1091.0,1.5282158328749841e-63,1.9217854063524415e-25,4.304688666210204e-25
1092.0,1.1119830644830735e-87,1.9071148491518963e-25,6.635516262128915e-23
1093.0,7.426307401452437e-66,1.892444291951351e-25,2.1377695359298506e-22
1094.0,1.361502246937044e-67,1.877773734750806e-25,3.407367313818525e-26
1095.0,1.254036245468431e-90,1.8631031775502608e-25,2.791195209499225e-25
1096.0,2.898890667033308e-73,1.8484326203497158e-25,8.163657831121072e-26
1097.0,1.0776418947871203e-58,1.8337620631491706e-25,3.4980902517441785e-27
1098.0,2.4416318625915486e-57,1.8190915059486254e-25,6.172325243549557e-28
1099.0,1.4688326393029512e-92,1.8044209487480804e-25,3.326245312497276e-24
1100.0,2.1780184324564134e-87,1.7897503915475352e-25,2.82526185106682e-27
1101.0,4.260136236136718e-89,1.7750798343469902e-25,1.1336731329057974e-24
1102.0,1.0103307315943968e-66,1.760409277146445e-25,7.216796791279737e-26
1103.0,3.330313105224951e-88,1.7457387199458997e-25,2.4897330481060575e-23
1104.0,4.9419814458431605e-86,1.7310681627453547e-25,3.0090470037141114e-24
1105.0,1.608185001047545e-87,1.7163976055448095e-25,5.737713235135165e-24
1106.0,4.5690711632671014e-89,1.7017270483442643e-25,3.433732620349398e-26
1107.0,2.053883946085048e-87,1.6870564911437193e-25,1.138717577781202e-24
1108.0,1.0019188257583933e-87,1.672385933943174e-25,3.4549309546816406e-25
1109.0,1.8895430687439272e-85,1.657715376742629e-25,9.10579894037344e-25
1110.0,2.105618548109418e-91,1.6430448195420838e-25,1.5634891586745492e-25
1111.0,1.096638322170431e-67,1.6283742623415386e-25,4.090932074457353e-24
1112.0,1.6347487425108765e-86,1.6137037051409936e-25,1.4346926571889201e-27
1113.0,2.8343318512184666e-89,1.5990331479404483e-25,3.425879185399718e-26
1114.0,6.0579371292184265e-86,1.5843625907399034e-25,1.4197363043906297e-22
1115.0,6.448025865685204e-93,1.5696920335393581e-25,1.9719118259640985e-26
1116.0,1.098826369729e-84,1.555021476338813e-25,4.861207290522271e-27
1117.0,6.835009769195851e-73,1.540350919138268e-25,1.2497234260501496e-25
1118.0,3.279806219151116e-91,1.5256803619377227e-25,4.7492310415289705e-25
1119.0,2.976840750309736e-69,1.5110098047371777e-25,2.1984548242580006e-24
1120.0,1.0413076885996689e-91,1.4963392475366324e-25,4.5895365280111044e-26
1121.0,1.1143480939221209e-89,1.4816686903360872e-25,8.106400797323666e-25
1122.0,1.922674586336448e-74,1.4669981331355422e-25,1.5441105171872917e-24
1123.0,5.398840461265747e-85,1.452327575934997e-25,7.718494290431046e-23
1124.0,5.609548236882118e-85,1.437657018734452e-25,8.825072343691827e-26
1125.0,1.80960188572578e-85,1.4229864615339068e-25,2.448707499223921e-26
1126.0,3.832558487598117e-89,1.4083159043333615e-25,1.6606236946910835e-25
1127.0,7.839483276420745e-86,1.3936453471328165e-25,5.801312384115524e-24
1128.0,4.352062302486103e-88,1.3789747899322713e-25,6.802838245001541e-23
1129.0,5.23937422391944e-59,1.364304232731726e-25,4.269935483860976e-26
1130.0,6.120625406471462e-84,1.349633675531181e-25,1.4200085453818437e-22
1131.0,2.504950721058761e-83,1.3349631183306359e-25,2.0114718267097603e-25
1132.0,9.230778798438863e-62,1.3202925611300909e-25,2.2734886838266983e-24
1133.0,1.1257118022603687e-84,1.3056220039295456e-25,7.536341536155114e-25
1134.0,1.7908299439171062e-83,1.2909514467290004e-25,7.81849936002471e-25
1135.0,1.9220886349650036e-93,1.2762808895284554e-25,4.209224903244892e-24
1136.0,3.6091749119019747e-88,1.2616103323279102e-25,8.71529671720232e-26
1137.0,1.2394975887918043e-86,1.2469397751273652e-25,2.6259796809917785e-23
1138.0,1.5618327041923817e-82,1.23226921792682e-25,5.098725219554239e-24
1139.0,3.5987699342903056e-73,1.2175986607262747e-25,3.786649289394023e-25
1140.0,3.7232284306849683e-54,1.2029281035257297e-25,1.1655232853155359e-25
1141.0,2.3453457783462042e-54,1.1882575463251845e-25,1.3117377313823326e-21
1142.0,4.318346907876928e-68,1.1735869891246395e-25,1.4280756361016722e-27
1143.0,6.389601237609203e-83,1.158916431924094e-25,2.2522491750020466e-22
1144.0,5.1465320482338635e-56,1.144245874723549e-25,2.3701318492444567e-24
1145.0,4.0370878492922285e-52,1.129575317523004e-25,1.497312532568294e-24
1146.0,2.7202197347708947e-84,1.114904760322459e-25,6.4371458331878996e-24
1147.0,9.986265693549936e-81,1.1002342031219136e-25,1.3666976598234532e-22
1148.0,1.0957239913686043e-90,1.0855636459213686e-25,7.817899265179811e-26
1149.0,2.7308842745801437e-62,1.0708930887208236e-25,2.0467173652964466e-25
1150.0,2.900758261635587e-63,1.0562225315202782e-25,2.5054211045309507e-23
1151.0,1.7556890661464055e-82,1.0415519743197332e-25,1.4730788416818385e-23
1152.0,1.314e-82,1.0268814171191882e-25,8.931232883505993e-27
1153.0,8.746830468038736e-86,1.0122108599186427e-25,1.797609876701922e-25
1154.0,2.0566511828107998e-57,1.1106914600731398e-25,9.795281080761402e-24
1155.0,1.5465944218276158e-80,1.2099129555180977e-25,1.5862788845169096e-25
1156.0,6.193907830089944e-59,1.3154082375785002e-25,7.002111966642489e-25
1157.0,1.297181351848065e-85,1.4230902158584977e-25,9.125815039869755e-26
1158.0,4.33880716417909e-83,1.4080607715498686e-25,1.0718057143448794e-26
1159.0,1.2455213024401666e-85,1.5063418260808965e-25,4.946463756585596e-23
1160.0,6.235763706028614e-84,1.6150441608470235e-25,4.109884363922312e-25
1161.0,1.4357906808663926e-80,1.7384675980098323e-25,7.520562446402012e-25
1162.0,3.0218998860195776e-77,1.8815168895793026e-25,1.452994832769491e-24
1163.0,8.547918754935064e-57,1.4365958738185788e-25,4.378605039750406e-23
1164.0,1.1715254110168624e-82,1.9805569758794724e-25,2.9778314923329747e-22
1165.0,1.5605877109479281e-81,2.4607066978667663e-25,7.621700737931249e-25
1166.0,3.642186184563063e-84,2.825654963004373e-25,7.299412564518022e-27
1167.0,2.2349503127946753e-74,3.05405084954211e-25,1.4726266666532645e-25
1168.0,3.963121355317024e-70,3.121609057291706e-25,4.32081818031311e-25
1169.0,7.174304399662055e-79,3.2236248109920137e-25,9.603081446397517e-23
1170.0,5.314959856915735e-85,3.302554162994725e-25,1.2786404828009804e-24
1171.0,1.213e-80,3.349357235068626e-25,7.726215301387386e-24
1172.0,3.903196341637752e-79,3.3522245514852384e-25,4.1063662959603956e-25
1173.0,1.1769555529348167e-87,3.621053570940066e-25,2.2756782270910294e-24
1174.0,1.5494760213283305e-53,3.1842756074674278e-25,4.4028029232131256e-26
1175.0,9.402927529041397e-52,2.177951254117279e-25,1.4981133299617332e-24
1176.0,7.622007780514164e-78,2.428880838029684e-25,6.190816386835423e-26
1177.0,1.058565394746689e-80,2.5842069896491378e-25,1.0490161645128548e-23
1178.0,1.0398654590813452e-91,2.152459749734091e-25,3.142920408460428e-23
1179.0,1.1123276572795848e-89,1.9516641076115275e-25,6.766878975876087e-22
1180.0,7.339199212397663e-82,2.3911287221048075e-25,7.076247499994687e-27
1181.0,1.925591077640115e-64,3.379518649837681e-25,1.4347609755459636e-26
1182.0,8.993848838870035e-81,4.188054863290458e-25,1.095048028983107e-26
1183.0,1.0835460537014439e-80,4.0742413896867414e-25,2.7446152075492724e-23
1184.0,1.6071412206833887e-79,2.890780463722918e-25,2.216557806392047e-25
1185.0,7.918893815546497e-68,3.1859390138605153e-25,3.4089440707183765e-23
1186.0,8.339906773433304e-84,7.042701613052572e-25,4.572667168761507e-25
1187.0,5.298139158448677e-55,8.964081584269918e-25,6.18534311922123e-26
1188.0,1.2141498526838309e-49,9.64262426225692e-25,2.4133928930826933e-24
1189.0,4.2908930368367506e-91,7.649012246463944e-25,4.183253684952892e-22
1190.0,1.491147019930798e-78,8.815587001645176e-25,4.418043364517578e-24
1191.0,9.423515156101157e-51,9.774006162535287e-25,5.539544620039016e-24
1192.0,1.7428497528792677e-76,1.0766656259845155e-24,1.1924408554793054e-23
1193.0,6.546279693491422e-76,1.1361001967525798e-24,3.3590468593069455e-22
1194.0,2.5678811242310467e-75,1.0985895571916682e-24,3.0503340921993856e-25
1195.0,4.276030176862271e-81,1.014494471649882e-24,6.579194058929008e-25
1196.0,1.2256889414712108e-63,8.670387767371228e-25,8.623689119181041e-27
1197.0,3.4930826577471226e-82,9.490945977167478e-25,3.3757740826826725e-27
1198.0,5.5473497970063995e-80,5.017575233311998e-25,5.3155193134181175e-25
1199.0,9.651347431359016e-71,3.764241961637162e-25,1.2899464083956174e-26
1200.0,1.1864184419525833e-74,1.7342482329169993e-24,5.301229525221356e-24
1201.0,1.1088436841292754e-78,1.6250063520195446e-24,6.692600528475731e-24
